Date,1-58,1-85,1-322,1-468,1-477,2-10,2-32,2-42,3-026,3-175,3-240,3-324,3-332,3-338,4-1,4-10,4-43,5-1,5-19,5-65,5-232,5-257,6-30,6-74,7-35,7-253,8-34,8-106,8-243,8-260,8-268,9-18,9-60,10-60
2021-10-07 00:00:00,200,292,no data,264,no data,no data,1375,956,430.0,200,611,706.0,1134,5409,606,609,71,931.0,no data,78,no data,no data,90,115,77,25,no data,no data,no data,no data,948,no data,no data,no data
2021-10-08 00:00:00,177,290,no data,400,no data,no data,1509,897,400.0,172,804,877.0,1227,5354,820,877,158,1041.0,no data,137,no data,no data,131,155,107,no data,no data,no data,no data,no data,925,no data,no data,no data
2021-10-09 00:00:00,154,262,no data,319,no data,no data,1278,722,358.0,143,790,839.0,1288,3695,683,877,154,781.0,no data,98,no data,no data,77,89,55,no data,no data,no data,no data,no data,724,no data,no data,no data
2021-10-10 00:00:00,114,202,no data,245,no data,no data,866,514,289.0,187,602,810.0,861,2722,512,620,112,582.0,no data,120,no data,no data,45,53,51,no data,no data,no data,no data,no data,388,no data,no data,no data
2021-10-11 00:00:00,167,247,no data,271,no data,no data,884,528,358.0,215,700,763.0,1060,2953,845,988,185,565.0,no data,95,no data,no data,33,75,61,no data,no data,no data,no data,no data,556,no data,no data,no data
2021-10-12 00:00:00,170,224,no data,269,no data,no data,1223,893,320.0,190,672,750.0,1141,4398,523,591,no data,840.0,no data,107,no data,no data,72,102,92,no data,no data,no data,no data,no data,720,no data,no data,no data
2021-10-13 00:00:00,178,253,no data,299,no data,no data,1345,926,375.0,175,707,650.0,1138,5147,583,612,no data,903.0,no data,91,no data,no data,61,82,69,no data,no data,no data,no data,no data,553,no data,no data,no data
2021-10-14 00:00:00,185,265,no data,350,no data,no data,1353,884,363.0,159,717,703.0,1150,5133,599,682,60,890.0,no data,86,no data,no data,58,89,123,no data,no data,203,no data,no data,514,no data,no data,no data
2021-10-15 00:00:00,156,255,no data,326,no data,no data,1511,959,394.0,122,738,710.0,1221,5902,650,704,71,1053.0,no data,65,no data,no data,83,97,156,no data,no data,254,no data,no data,829,no data,no data,no data
2021-10-16 00:00:00,139,232,no data,309,no data,no data,1314,705,319.0,107,657,764.0,1168,4941,613,720,77,781.0,no data,70,no data,no data,82,107,69,no data,no data,272,no data,no data,538,no data,no data,no data
2021-10-17 00:00:00,149,237,no data,226,no data,no data,949,597,327.0,115,642,778.0,913,4428,590,731,122,652.0,no data,56,no data,no data,72,100,85,no data,no data,248,no data,no data,534,no data,no data,no data
2021-10-18 00:00:00,159,206,no data,286,no data,no data,1241,904,323.0,127,706,738.0,966,5118,526,525,54,834.0,no data,91,no data,no data,70,87,60,no data,no data,231,no data,no data,618,no data,no data,no data
2021-10-19 00:00:00,185,239,no data,307,no data,no data,1343,916,349.0,150,711,748.0,1007,4971,562,568,68,850.0,no data,145,no data,no data,68,92,97,no data,no data,243,no data,no data,705,no data,no data,no data
2021-10-20 00:00:00,174,257,no data,314,no data,no data,1151,868,365.0,162,661,665.0,1095,5210,543,500,52,758.0,no data,98,no data,no data,60,80,67,no data,no data,203,no data,no data,611,no data,no data,no data
2021-10-21 00:00:00,151,239,no data,267,75,no data,1038,815,382.0,151,773,724.0,1169,5374,539,561,58,678.0,no data,111,no data,no data,38,52,66,20,14,204,83,374,720,no data,no data,no data
2021-10-22 00:00:00,no data,248,no data,276,51,no data,1198,no data,427.0,154,731,671.0,1207,5399,620,664,86,896.0,no data,no data,no data,no data,no data,no data,128,25,32,236,111,352,664,no data,no data,45
2021-10-23 00:00:00,no data,261,no data,227,68,no data,1122,no data,399.0,142,797,703.0,1251,4701,718,903,141,783.0,no data,no data,83,495,no data,no data,78,16,34,257,134,300,607,no data,no data,41
2021-10-24 00:00:00,no data,219,no data,238,72,no data,688,no data,349.0,139,629,721.0,850,3946,481,642,99,517.0,no data,no data,88,341,no data,no data,79,20,46,179,129,217,430,no data,no data,16
2021-10-25 00:00:00,no data,189,no data,252,45,no data,1041,no data,299.0,108,548,676.0,890,5228,482,470,44,720.0,no data,no data,47,371,no data,no data,68,10,31,155,98,385,684,no data,no data,34
2021-10-26 00:00:00,no data,236,no data,270,162,no data,1020,no data,297.0,143,622,628.0,993,5212,476,489,40,684.0,no data,no data,69,480,no data,no data,91,20,31,139,83,363,688,no data,no data,20
2021-10-27 00:00:00,no data,244,no data,337,33,no data,1101,no data,358.0,154,654,741.0,1076,5548,525,553,99,746.0,no data,no data,80,464,no data,no data,73,28,23,152,90,336,646,no data,no data,28
2021-10-28 00:00:00,no data,229,no data,278,41,no data,1130,no data,303.0,131,638,639.0,1096,5778,563,544,79,793.0,no data,no data,77,452,no data,no data,74,27,28,140,126,381,736,no data,no data,43
2021-10-29 00:00:00,no data,209,no data,282,30,no data,1170,no data,368.0,185,695,730.0,1205,6299,558,547,46,896.0,no data,no data,91,486,no data,no data,104,21,19,122,109,391,753,no data,no data,47
2021-10-30 00:00:00,no data,205,no data,239,67,no data,1018,no data,338.0,151,654,709.0,1195,6311,742,843,115,706.0,no data,no data,73,338,no data,no data,58,32,32,129,141,335,624,no data,no data,31
2021-10-31 00:00:00,no data,183,no data,209,61,no data,779,no data,274.0,149,552,653.0,883,5922,549,661,78,546.0,no data,no data,55,108,no data,no data,33,15,24,165,104,226,502,no data,no data,19
2021-11-01 00:00:00,no data,198,no data,338,98,no data,1236,no data,276.0,134,586,654.0,921,4887,523,532,38,698.0,no data,no data,68,230,no data,no data,60,26,11,124,91,377,768,no data,no data,54
2021-11-02 00:00:00,no data,222,no data,445,66,no data,1659,no data,305.0,214,648,649.0,1048,5381,506,530,42,788.0,no data,no data,80,185,no data,no data,75,30,19,121,69,325,713,no data,no data,33
2021-11-03 00:00:00,no data,234,no data,385,64,no data,1653,no data,324.0,203,709,617.0,974,5565,614,625,44,772.0,no data,no data,87,230,no data,no data,71,21,10,146,101,334,699,no data,no data,50
2021-11-04 00:00:00,162,219,no data,222,68,254,1674,no data,325.0,179,622,517.0,1072,5749,523,512,40,802.0,219,no data,100,215,92,52,80,29,21,169,136,392,759,no data,no data,41
2021-11-05 00:00:00,143,198,no data,242,62,271,1752,no data,349.0,235,626,699.0,1163,6760,603,562,41,860.0,250,no data,98,235,102,66,85,17,17,183,53,357,738,no data,no data,41
2021-11-06 00:00:00,143,181,no data,145,66,181,1338,no data,300.0,175,523,598.0,1105,6002,633,670,81,648.0,198,no data,58,135,84,56,34,3,5,229,60,254,556,no data,no data,34
2021-11-07 00:00:00,117,95,no data,132,38,117,888,no data,239.0,125,485,640.0,732,5457,550,598,86,438.0,112,no data,47,113,55,32,37,15,15,222,51,151,359,no data,no data,15
2021-11-08 00:00:00,117,117,no data,213,40,218,1490,no data,232.0,150,618,575.0,939,6014,539,423,34,700.0,169,39,53,107,69,59,54,8,4,252,33,334,677,no data,no data,37
2021-11-09 00:00:00,150,172,no data,191,55,201,1422,no data,258.0,158,609,637.0,1073,5519,501,425,23,739.0,189,58,65,194,84,63,49,16,1,208,25,316,619,no data,no data,29
2021-11-10 00:00:00,166,185,no data,258,57,262,1604,no data,308.0,166,714,652.0,1080,5842,517,427,27,830.0,197,64,91,302,77,58,34,13,6,205,24,310,636,no data,no data,19
2021-11-11 00:00:00,166,221,no data,242,71,196,1062,no data,318.0,197,658,687.0,987,4854,502,491,63,508.0,95,38,57,97,64,26,57,8,14,201,36,259,571,no data,no data,11
2021-11-12 00:00:00,164,208,no data,197,44,238,1632,no data,308.0,169,680,695.0,1109,5157,518,468,32,861.0,210,63,91,no data,91,77,65,17,2,199,43,397,755,no data,no data,20
2021-11-13 00:00:00,135,147,no data,195,47,204,1294,no data,236.0,145,578,666.0,1008,4192,473,445,65,627.0,162,65,71,no data,81,56,47,11,17,162,34,221,507,no data,no data,13
2021-11-14 00:00:00,147,159,no data,177,46,216,1104,no data,318.0,223,657,667.0,976,3502,429,508,82,541.0,167,65,92,226,53,26,34,8,5,180,31,154,362,no data,no data,7
2021-11-15 00:00:00,138,146,no data,230,17,207,1538,no data,252.0,163,723,703.0,909,6854,486,422,33,790.0,153,45,58,293,63,40,50,8,3,191,17,360,684,no data,no data,21
2021-11-16 00:00:00,140,152,no data,207,20,213,1567,no data,256.0,179,744,695.0,891,4594,503,431,33,826.0,191,43,63,170,69,55,91,21,6,157,14,301,634,no data,no data,20
2021-11-17 00:00:00,149,173,no data,269,20,220,1527,no data,251.0,166,738,687.0,924,5014,429,404,21,799.0,152,52,67,168,74,62,64,14,0,213,26,328,649,no data,no data,25
2021-11-18 00:00:00,151,148,no data,221,21,188,1616,no data,265.0,198,854,642.0,980,5189,432,406,41,794.0,141,53,76,192,86,66,38,15,7,205,35,324,681,no data,no data,33
2021-11-19 00:00:00,133,137,no data,268,24,193,1537,no data,291.0,170,822,700.0,1135,5157,484,418,29,723.0,160,48,82,181,98,72,65,12,9,183,48,357,741,no data,no data,17
2021-11-20 00:00:00,113,135,no data,208,56,154,1398,no data,276.0,160,623,769.0,1162,4192,531,492,57,671.0,115,37,42,123,61,43,26,10,36,174,45,221,523,no data,no data,21
2021-11-21 00:00:00,109,136,no data,218,41,149,1032,no data,266.0,166,547,783.0,832,3674,404,474,55,477.0,94,0,52,99,43,27,16,3,6,155,38,124,342,no data,no data,9
2021-11-22 00:00:00,113,91,no data,238,8,189,1346,no data,249.0,141,736,673.0,908,4779,442,393,28,606.0,127,0,61,160,102,84,39,7,1,192,22,288,615,no data,no data,31
2021-11-23 00:00:00,146,147,no data,241,15,179,1475,no data,254.0,157,692,707.0,918,4594,397,347,24,729.0,137,0,62,187,61,39,55,4,13,153,24,266,549,no data,no data,101
2021-11-24 00:00:00,150,152,no data,272,10,199,1620,no data,272.0,161,761,661.0,933,4667,381,407,22,860.0,161,0,71,158,64,47,51,10,4,187,31,279,602,no data,no data,105
2021-11-25 00:00:00,132,145,no data,253,15,216,1597,no data,284.0,159,775,666.0,859,4788,462,402,19,749.0,134,48,48,154,61,34,47,13,8,173,17,249,542,no data,no data,55
2021-11-26 00:00:00,138,131,no data,280,19,281,1786,no data,289.0,130,792,721.0,1223,5157,504,373,30,973.0,229,57,80,223,105,84,90,11,29,199,34,283,694,no data,no data,40
2021-11-27 00:00:00,119,146,no data,240,39,220,1504,no data,254.0,165,664,623.0,1036,4192,481,464,44,711.0,167,33,59,122,83,68,25,11,23,198,47,224,452,no data,no data,33
2021-11-28 00:00:00,135,129,no data,233,22,144,1053,no data,237.0,160,582,614.0,727,3674,473,513,40,505.0,129,26,48,no data,49,40,15,11,4,133,38,129,347,no data,no data,33
2021-11-29 00:00:00,124,138,no data,281,15,195,1522,no data,233.0,147,723,691.0,769,4779,446,412,36,759.0,149,35,62,no data,71,61,52,15,3,208,23,325,700,no data,no data,28
2021-11-30 00:00:00,173,180,no data,282,24,251,1640,no data,260.0,178,852,652.0,938,4594,400,398,21,797.0,204,46,64,no data,95,69,46,15,5,91,19,293,638,no data,no data,27
2021-12-01 00:00:00,148,153,no data,277,14,217,1551,no data,276.0,160,806,576.0,865,4695,466,431,24,773.0,165,52,75,no data,54,41,50,21,4,no data,29,314,665,no data,no data,30
2021-12-02 00:00:00,139,150,no data,253,14,199,1597,no data,282.0,179,849,629.0,848,4738,444,452,30,735.0,172,46,75,no data,68,49,44,14,16,no data,23,318,635,no data,no data,29
2021-12-03 00:00:00,147,162,no data,310,15,232,1627,no data,301.0,175,939,553.0,980,4969,552,444,31,781.0,160,62,82,no data,71,59,94,12,10,no data,27,336,707,no data,no data,21
2021-12-04 00:00:00,133,141,no data,335,11,205,1352,no data,301.0,145,743,451.0,934,4028,462,447,49,640.0,133,54,60,no data,61,41,49,28,8,no data,47,237,513,no data,no data,34
2021-12-05 00:00:00,115,126,no data,194,20,157,985,no data,248.0,92,675,574.0,723,3243,395,365,40,453.0,80,28,44,no data,39,18,53,12,7,no data,60,167,397,no data,no data,13
2021-12-06 00:00:00,119,142,no data,287,8,218,1546,no data,289.0,126,869,601.0,819,4552,422,406,14,745.0,138,47,64,no data,69,53,71,8,28,no data,44,337,690,no data,no data,33
2021-12-07 00:00:00,172,193,no data,291,7,215,1515,no data,273.0,135,872,797.0,888,4677,431,433,28,734.0,150,41,52,179,70,67,117,22,15,no data,30,317,682,no data,no data,34
2021-12-08 00:00:00,157,178,no data,332,7,228,1514,no data,296.0,166,986,609.0,994,4746,469,413,29,740.0,159,39,65,168,82,57,88,25,2,no data,69,258,585,no data,no data,22
2021-12-09 00:00:00,165,195,no data,272,16,247,1645,no data,324.0,171,1013,569.0,976,5302,482,438,23,781.0,147,58,78,145,79,59,63,42,13,no data,69,352,754,no data,no data,40
2021-12-10 00:00:00,145,188,no data,326,11,282,1484,no data,357.0,243,1036,454.0,1142,5583,546,454,47,613.0,185,65,82,163,71,67,89,24,4,no data,80,365,754,35,23,46
2021-12-11 00:00:00,168,175,no data,224,23,207,1103,no data,280.0,174,738,603.0,1003,4310,456,478,66,285.0,146,45,75,147,58,37,49,34,18,no data,95,256,580,29,23,27
2021-12-12 00:00:00,120,135,no data,202,13,157,776,no data,289.0,154,744,653.0,781,3674,510,480,69,204.0,106,41,57,211,27,21,49,8,21,no data,52,157,354,30,27,3
2021-12-13 00:00:00,133,154,no data,282,32,217,1171,no data,290.0,176,908,682.0,871,4779,606,437,38,363.0,140,39,40,360,72,60,103,27,9,no data,64,335,711,30,15,26
2021-12-14 00:00:00,165,169,no data,265,18,242,1176,no data,335.0,184,966,680.0,897,4594,494,442,17,324.0,116,29,45,572,52,42,98,29,10,no data,96,310,625,22,9,41
2021-12-15 00:00:00,158,175,no data,270,18,244,1177,no data,331.0,193,399,642.0,888,4695,455,419,19,351.0,157,52,65,219,60,48,87,25,21,no data,65,292,637,39,18,30
2021-12-16 00:00:00,190,203,no data,236,30,250,1195,no data,335.0,124,0,681.0,993,4738,509,420,14,343.0,147,63,68,157,67,48,96,16,14,no data,69,327,676,30,14,27
2021-12-17 00:00:00,196,261,no data,327,31,267,1369,no data,408.0,150,0,668.0,1045,4969,514,449,28,361.0,176,83,65,196,84,60,116,32,33,no data,113,392,801,38,22,40
2021-12-18 00:00:00,203,301,no data,193,34,240,1150,no data,420.0,159,0,711.0,1005,4028,504,476,50,287.0,141,53,73,151,68,54,66,19,29,no data,121,348,710,24,13,37
2021-12-19 00:00:00,162,188,no data,173,30,161,786,no data,305.0,146,0,680.0,780,3243,406,428,44,221.0,97,29,42,125,44,28,71,10,20,no data,72,292,595,24,18,14
2021-12-20 00:00:00,204,208,no data,290,39,246,1151,no data,349.0,206,0,679.0,798,4552,381,422,18,359.0,161,51,52,189,77,67,82,29,8,no data,80,328,628,30,13,15
2021-12-21 00:00:00,184,223,no data,230,43,230,1182,no data,336.0,222,0,697.0,839,4677,410,417,21,325.0,158,49,66,344,83,74,102,27,37,no data,99,313,585,26,22,27
2021-12-22 00:00:00,203,257,no data,268,43,274,1273,no data,405.0,265,0,687.0,972,4746,401,428,12,375.0,160,43,71,519,94,68,57,28,49,no data,122,342,676,37,19,28
2021-12-23 00:00:00,189,240,no data,243,47,266,1266,no data,342.0,195,522,753.0,973,4380,453,470,27,340.0,185,45,66,no data,97,67,58,32,24,no data,129,392,776,37,21,27
2021-12-24 00:00:00,123,151,no data,213,39,182,1020,no data,230.0,111,791,712.0,900,4969,358,447,39,297.0,133,29,42,no data,87,71,71,30,13,no data,103,300,624,36,27,1
2021-12-25 00:00:00,58,69,no data,67,12,52,502,no data,103.0,41,600,677.0,292,3713,232,298,18,101.0,40,11,9,no data,31,27,21,2,25,no data,35,89,199,27,15,16
2021-12-26 00:00:00,76,112,no data,102,10,87,556,no data,153.0,73,628,637.0,656,3243,373,452,45,148.0,58,25,31,no data,32,16,14,9,12,no data,58,143,281,25,19,4
2021-12-27 00:00:00,97,125,no data,187,33,98,670,no data,247.0,107,610,655.0,639,4552,346,455,54,181.0,58,21,26,no data,30,16,42,15,10,no data,55,218,397,24,14,0
2021-12-28 00:00:00,152,185,no data,213,66,153,926,no data,276.0,130,703,730.0,736,2872,305,424,39,262.0,96,28,36,no data,44,29,68,21,24,no data,80,254,507,28,23,12
2021-12-29 00:00:00,193,218,no data,224,53,209,1023,no data,300.0,145,735,721.0,734,3128,282,377,33,252.0,110,31,38,no data,53,43,68,37,25,no data,73,272,541,30,48,29
2021-12-30 00:00:00,184,231,no data,250,55,188,1148,no data,315.0,146,773,669.0,966,3499,347,421,33,302.0,130,39,51,no data,72,51,72,31,24,no data,91,319,622,21,35,22
2021-12-31 00:00:00,134,156,no data,188,39,181,1030,no data,226.0,77,670,632.0,842,3415,no data,440,30,284.0,123,25,34,no data,70,48,70,19,no data,no data,85,253,555,23,36,34
2022-01-01 00:00:00,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AADT,157.81570996978851,212.1346153846154,60.40959409594096,257.2352941176471,60.57142857142857,322.1671732522796,1048.3628048780488,1197.4198473282443,388.86301369863014,196.14681440443212,637.8296089385475,646.8821917808219,1090.1474358974358,4073.501377410468,661.7845303867404,740.5509641873278,109.10277777777777,589.172602739726,152.11742424242425,67.62352941176471,78.78637770897832,321.9870550161812,61.42622950819672,70.77704918032786,54.01315789473684,27.205278592375368,24.846153846153847,93.44884488448845,75.98086124401914,342.9283582089552,739.9238095238095,29.318181818181817,21.545454545454547,43.59770114942529
% Data ,90.68493150684932,85.47945205479452,74.24657534246575,97.80821917808218,93.97260273972603,90.13698630136986,89.86301369863014,71.78082191780823,100.0,98.9041095890411,98.08219178082192,100.0,42.73972602739726,99.45205479452055,99.17808219178083,99.45205479452055,98.63013698630137,100.0,72.32876712328768,93.15068493150685,88.4931506849315,84.65753424657534,83.56164383561644,83.56164383561644,83.28767123287672,93.42465753424658,89.04109589041096,83.01369863013699,57.26027397260274,91.78082191780823,57.534246575342465,6.027397260273973,6.027397260273973,95.34246575342465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,34,53,94,8,22,36,37,103,0.0,4,7,0.0,209,2,3,2,5,0.0,101,25,42,56,60,60,61,24,40,62,156,30,155,343,343,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
