Date,1-58,1-85,1-322,1-468,1-477,2-10,2-32,2-42,3-026,3-175,3-240,3-324,3-332,3-338,4-1,4-10,4-43,5-1,5-19,5-65,5-232,5-257,6-30,6-74,7-35,7-253,8-34,8-106,8-243,8-260,8-268,9-18,9-60,10-60
2021-07-23 00:00:00,185,318,74,277,67,458,980,1160,541.0,274,790,719.0,no data,4642,826,967,166,970.0,269,230,115,448,75,109,70,55,31,69,no data,458,988,no data,no data,75
2021-07-24 00:00:00,144,no data,66,160,70,433,810,1129,410.0,219,599,607.0,no data,4881,1155,1229,292,790.0,250,155,76,339,68,91,29,46,40,109,no data,371,732,no data,no data,57
2021-07-25 00:00:00,155,no data,113,227,67,484,606,787,478.0,212,626,586.0,no data,4066,1026,1151,323,628.0,171,119,99,318,37,75,16,27,51,106,no data,261,562,no data,no data,68
2021-07-26 00:00:00,165,no data,87,277,48,494,900,1068,458.0,219,701,754.0,no data,3516,680,794,138,670.0,170,87,95,337,55,81,41,51,67,103,no data,412,924,no data,no data,74
2021-07-27 00:00:00,224,no data,72,295,65,535,907,1156,456.0,252,752,694.0,no data,4386,666,792,128,818.0,213,191,104,390,65,91,61,32,44,92,no data,399,927,no data,no data,55
2021-07-28 00:00:00,196,no data,92,329,58,497,976,1175,490.0,254,803,905.0,no data,4870,735,822,124,892.0,229,86,90,349,56,81,61,36,27,73,no data,345,871,no data,no data,55
2021-07-29 00:00:00,191,no data,91,334,50,482,962,1166,547.0,292,819,932.0,1442,4739,710,827,123,977.0,251,100,87,379,65,114,128,42,42,96,no data,448,998,no data,no data,68
2021-07-30 00:00:00,240,no data,114,347,60,458,1224,1335,798.0,475,1098,806.0,1688,4723,904,1033,229,1518.0,366,93,115,386,127,150,101,52,62,115,no data,459,995,no data,no data,89
2021-07-31 00:00:00,164,no data,83,287,58,433,1472,1454,635.0,304,905,562.0,1305,4933,1033,1131,370,2102.0,251,106,82,338,71,102,31,56,90,105,no data,359,703,no data,no data,71
2021-08-01 00:00:00,123,no data,126,229,50,499,1288,1086,567.0,256,817,449.0,921,3854,1070,1227,430,1826.0,181,134,55,234,55,65,18,11,86,102,no data,255,504,no data,no data,74
2021-08-02 00:00:00,223,no data,86,306,57,509,1142,964,837.0,348,958,685.0,1202,3401,911,1060,355,1286.0,266,186,78,286,54,75,37,35,80,117,no data,362,636,no data,no data,61
2021-08-03 00:00:00,197,no data,80,269,63,551,914,983,534.0,251,785,632.0,1318,3342,640,772,83,890.0,227,215,59,347,106,125,88,24,38,78,no data,383,883,no data,no data,69
2021-08-04 00:00:00,191,no data,92,338,33,512,915,1054,512.0,264,789,670.0,1436,4415,669,768,121,915.0,191,145,94,386,96,123,71,16,45,81,no data,355,882,no data,no data,67
2021-08-05 00:00:00,191,no data,60,288,39,497,851,1012,475.0,234,827,655.0,1361,4562,979,933,129,862.0,227,116,88,383,113,126,52,18,59,78,no data,424,963,no data,no data,60
2021-08-06 00:00:00,203,no data,63,360,41,472,1152,1174,571.0,276,845,724.0,1524,4846,964,1082,190,967.0,252,174,73,400,94,135,80,32,26,74,no data,431,965,no data,no data,65
2021-08-07 00:00:00,207,no data,77,259,47,443,706,1039,470.0,202,696,589.0,1181,4809,752,955,202,740.0,250,140,73,368,53,78,46,24,53,85,no data,310,722,no data,no data,74
2021-08-08 00:00:00,144,no data,125,263,46,499,517,650,508.0,239,662,590.0,1146,4094,795,983,289,584.0,207,148,62,280,39,90,54,20,44,65,no data,249,543,no data,no data,77
2021-08-09 00:00:00,193,no data,77,307,49,509,922,1046,493.0,247,868,663.0,1293,3100,560,660,92,800.0,277,128,45,297,94,139,119,24,43,75,no data,426,917,no data,no data,69
2021-08-10 00:00:00,214,no data,148,280,55,551,908,1058,493.0,251,901,643.0,1206,4397,636,757,104,905.0,317,229,69,367,59,97,101,31,35,76,no data,454,988,no data,no data,69
2021-08-11 00:00:00,176,no data,70,300,56,512,897,1020,481.0,235,817,633.0,1235,4600,664,775,164,831.0,317,128,62,374,69,117,55,24,41,86,no data,431,966,no data,no data,70
2021-08-12 00:00:00,196,no data,75,264,184,497,923,1171,551.0,241,816,725.0,1310,4664,684,809,123,858.0,292,112,78,399,53,103,62,31,40,77,no data,477,963,no data,no data,66
2021-08-13 00:00:00,280,no data,88,286,153,472,1151,1242,551.0,254,861,737.0,1507,4505,879,985,212,897.0,301,154,77,410,98,133,97,19,41,86,no data,463,1030,no data,no data,75
2021-08-14 00:00:00,284,no data,71,262,134,443,988,1064,488.0,208,699,603.0,1323,4853,731,894,169,710.0,276,92,64,356,73,109,58,33,52,62,no data,411,860,no data,no data,74
2021-08-15 00:00:00,304,no data,93,190,83,499,649,657,425.0,200,890,598.0,1288,3963,739,925,252,606.0,224,115,79,292,50,86,54,20,62,74,no data,364,666,no data,no data,85
2021-08-16 00:00:00,253,no data,70,262,62,509,813,914,447.0,223,855,605.0,1349,3273,613,731,91,789.0,259,136,116,313,66,117,50,22,43,66,no data,465,945,no data,no data,69
2021-08-17 00:00:00,211,no data,50,317,89,551,878,1032,466.0,230,1000,702.0,1370,4545,734,833,129,855.0,289,148,105,426,72,110,112,30,74,106,no data,493,937,no data,no data,63
2021-08-18 00:00:00,196,no data,57,314,49,512,1016,968,484.0,232,1018,664.0,1274,4445,660,764,86,804.0,301,124,98,311,72,122,73,41,31,95,no data,332,793,no data,no data,68
2021-08-19 00:00:00,204,no data,76,300,60,497,920,978,550.0,264,860,585.0,1259,4241,601,722,67,802.0,278,141,94,315,121,154,86,33,31,115,no data,458,988,no data,no data,64
2021-08-20 00:00:00,196,no data,76,332,54,472,1023,1124,534.0,265,1059,739.0,1522,4660,823,943,168,995.0,303,136,108,335,109,160,86,38,49,140,no data,474,952,no data,no data,81
2021-08-21 00:00:00,208,no data,75,229,65,443,762,1183,452.0,211,824,625.0,1363,5071,1028,1189,281,740.0,244,102,100,337,102,155,49,38,81,87,no data,348,735,no data,no data,70
2021-08-22 00:00:00,202,no data,160,198,77,499,541,682,467.0,244,742,544.0,1104,3998,932,1117,300,540.0,155,151,76,283,29,98,57,23,53,66,no data,293,601,no data,no data,66
2021-08-23 00:00:00,164,no data,97,268,71,509,826,984,447.0,218,855,624.0,1226,3471,670,792,103,762.0,208,156,73,334,66,102,74,27,47,63,no data,444,865,no data,no data,56
2021-08-24 00:00:00,207,no data,84,254,115,551,852,985,408.0,202,813,596.0,1182,4444,740,833,85,767.0,237,141,89,449,56,105,84,36,30,70,no data,476,956,no data,no data,40
2021-08-25 00:00:00,191,no data,77,270,133,512,886,1035,477.0,254,853,612.0,1273,4509,782,891,114,773.0,287,104,72,407,110,177,52,32,23,63,no data,408,831,no data,no data,64
2021-08-26 00:00:00,184,no data,65,266,60,497,856,1052,499.0,251,865,659.0,1339,4429,809,936,126,752.0,272,169,82,344,98,163,75,25,39,84,no data,540,1038,no data,no data,47
2021-08-27 00:00:00,186,no data,74,323,71,472,1066,1140,532.0,257,854,704.0,1503,4640,1051,1190,196,1057.0,334,155,103,375,143,212,88,39,34,93,no data,483,991,no data,no data,75
2021-08-28 00:00:00,158,no data,78,219,43,443,820,1296,481.0,198,646,540.0,1175,4875,980,1167,299,821.0,253,136,97,361,72,135,51,34,52,81,no data,355,750,no data,no data,52
2021-08-29 00:00:00,174,no data,92,188,43,499,618,726,425.0,201,584,455.0,974,3741,831,1005,256,583.0,191,148,89,265,39,99,38,17,64,87,no data,302,581,no data,no data,56
2021-08-30 00:00:00,173,no data,70,215,9,509,771,1033,446.0,225,712,543.0,1216,3484,691,795,115,779.0,211,148,85,306,99,145,53,21,50,76,no data,458,889,no data,no data,49
2021-08-31 00:00:00,181,no data,71,240,43,551,830,988,491.0,243,726,612.0,1314,4717,744,850,138,808.0,216,170,79,353,130,159,86,14,44,70,no data,393,804,no data,no data,64
2021-09-01 00:00:00,186,no data,60,266,27,445,826,1040,429.0,247,750,600.0,1325,4669,797,880,149,790.0,274,148,96,382,113,180,90,15,43,64,no data,347,768,no data,no data,47
2021-09-02 00:00:00,197,no data,84,223,45,426,960,1002,494.0,243,727,615.0,1339,4777,793,900,295,850.0,276,131,94,336,106,150,119,27,63,71,no data,441,884,no data,no data,45
2021-09-03 00:00:00,190,no data,69,252,60,402,1085,1006,599.0,286,785,698.0,1483,4702,965,1075,303,1040.0,395,171,115,392,138,192,124,30,36,80,no data,486,938,no data,no data,67
2021-09-04 00:00:00,177,no data,71,206,55,380,877,1043,493.0,210,590,555.0,1263,5118,944,1079,303,783.0,301,103,109,389,89,152,39,43,36,62,no data,312,647,no data,no data,50
2021-09-05 00:00:00,181,no data,85,261,53,428,608,718,471.0,227,612,476.0,1021,3879,920,1075,267,580.0,226,149,92,315,60,98,37,15,68,55,no data,299,561,no data,no data,29
2021-09-06 00:00:00,222,no data,104,229,50,438,626,658,569.0,269,686,656.0,1173,3099,784,964,296,626.0,287,125,116,290,53,103,49,29,77,88,no data,337,605,no data,no data,37
2021-09-07 00:00:00,179,no data,49,276,64,471,807,1004,445.0,211,768,567.0,1190,3239,721,835,139,876.0,288,136,79,385,91,114,81,27,50,84,no data,426,921,no data,no data,60
2021-09-08 00:00:00,205,no data,68,251,39,441,829,1010,416.0,232,885,558.0,1117,4828,682,801,115,848.0,250,126,85,305,75,108,49,31,75,65,no data,382,864,no data,no data,58
2021-09-09 00:00:00,186,no data,43,257,48,426,804,963,458.0,238,764,558.0,1134,4702,683,763,110,787.0,222,120,61,290,53,88,52,38,91,64,no data,465,942,no data,no data,59
2021-09-10 00:00:00,160,no data,57,257,59,402,896,1020,397.0,199,793,555.0,1195,4534,986,1075,194,951.0,284,105,89,371,75,130,88,36,79,85,no data,438,945,no data,no data,71
