Date,1-58,1-85,1-322,1-468,1-477,2-10,2-32,2-42,3-026,3-175,3-240,3-324,3-338,4-1,4-10,4-43,5-1,5-19,5-65,5-232,5-257,6-30,6-74,7-35,7-253,8-34,8-106,8-243,8-260,8-268,10-60
2018-01-01 00:00:00,3.960099750623441,4.950124688279302,1.3333333333333333,1.3333333333333333,0.8846153846153846,6.930174563591022,17.820448877805486,21.780548628428928,0.0,1.9785624480576212,7.914249792230485,41.54981140921005,61.23575158564737,22.0,32.59446615270884,0.9235123914957856,5.940149625935161,1.9800498753117208,1.9800498753117208,1.9800498753117208,4.950124688279302,0.0,0.9900249376558604,1.3333333333333333,1.3333333333333333,1.055045871559633,1.055045871559633,1.055045871559633,10.55045871559633,15.825688073394494,0.0
2018-01-02 00:00:00,231.6658354114713,266.3167082294264,38.666666666666664,90.66666666666666,42.46153846153846,388.0897755610972,1029.6259351620947,1280.1022443890274,265.0,186.97415134144524,474.85498753382916,631.1614209303813,3605.9956296644928,384.0,621.1056605766184,59.75652127996621,383.1396508728179,128.70324189526184,128.70324189526184,88.11221945137157,304.927680798005,65.34164588528678,53.461346633416454,68.0,42.666666666666664,36.92660550458715,45.366972477064216,100.22935779816513,801.834862385321,1383.1651376146788,21.0
2018-01-03 00:00:00,262.35660847880297,302.94763092269324,45.33333333333333,105.33333333333333,50.42307692307692,443.5311720698254,1172.1895261845386,1460.286783042394,294.0,211.7061819421655,543.1153919918171,502.5548618066358,4115.635110603106,401.0,586.7003907487591,68.81053965571866,438.5810473815461,148.50374064837905,148.50374064837905,100.98254364089775,344.5286783042394,75.24189526184539,62.3715710723192,82.66666666666666,46.666666666666664,42.20183486238532,50.64220183486238,109.72477064220182,909.4495412844036,1583.623853211009,33.0
2018-01-04 00:00:00,265.32668329177056,306.9077306733167,45.33333333333333,105.33333333333333,52.19230769230769,451.4513715710723,1190.0099750623442,1478.1072319201994,303.0,215.66330683828073,552.0189230080764,636.1078270505253,4167.981801474708,407.0,646.4569120287252,68.81053965571866,443.5311720698254,149.4937655860349,149.4937655860349,101.9725685785536,349.4788029925187,80.19201995012469,64.35162094763092,84.0,48.0,42.20183486238532,51.69724770642201,110.77981651376146,925.2752293577981,1611.0550458715595,32.0
2018-01-05 00:00:00,288.09725685785537,336.6084788029925,49.33333333333333,110.66666666666666,53.96153846153846,489.072319201995,1288.0224438902742,1610.7705735660847,296.0,234.45965009482813,599.5044217614593,391.75536471540903,4516.630516147829,362.0,465.3765445136762,74.24295068117013,480.1620947630922,163.35411471321694,163.35411471321694,112.86284289276807,378.18952618453864,56.431421446384036,68.31172069825436,86.66666666666666,49.33333333333333,48.532110091743114,54.86238532110091,122.38532110091742,1003.3486238532109,1740.8256880733943,33.0
2018-01-06 00:00:00,265.32668329177056,306.9077306733167,45.33333333333333,105.33333333333333,52.19230769230769,451.4513715710723,1190.0099750623442,1478.1072319201994,261.0,215.66330683828073,552.0189230080764,267.1059304877789,4167.981801474708,368.0,442.74149857429506,68.81053965571866,443.5311720698254,149.4937655860349,149.4937655860349,101.9725685785536,349.4788029925187,101.97256857855362,64.35162094763092,84.0,48.0,42.20183486238532,51.69724770642201,112.88990825688072,928.440366972477,1613.1651376146788,29.0
2018-01-07 00:00:00,257.4064837905237,299.9775561097257,45.33333333333333,105.33333333333333,50.42307692307692,438.5810473815461,1160.3092269326683,1439.496259351621,257.0,205.77049459799264,536.1904234236154,416.4873953161293,4064.2760931441762,319.0,481.6737775900306,68.81053965571866,432.6408977556109,145.53366583541148,145.53366583541148,100.98254364089775,340.56857855361596,71.28179551122194,62.3715710723192,81.33333333333333,46.666666666666664,41.146788990825684,50.64220183486238,108.66972477064219,899.9541284403668,1568.8532110091742,6.0
2018-01-08 00:00:00,242.5561097256858,286.1172069825436,42.666666666666664,94.66666666666666,48.65384615384615,417.79052369077306,1092.9875311720698,1362.2743142144639,278.0,194.88840113367573,507.50126792677986,494.64061201440535,3840.074228467693,287.0,558.6329337839264,64.28353046784244,406.9002493765586,136.62344139650872,136.62344139650872,95.04239401496258,321.7581047381546,20.790523690773068,60.39152119700748,73.33333333333333,45.33333333333333,39.036697247706414,48.532110091743114,102.3394495412844,854.5871559633027,1481.2844036697247,22.0
2018-01-09 00:00:00,231.6658354114713,266.3167082294264,38.666666666666664,90.66666666666666,42.46153846153846,388.0897755610972,1032.5960099750623,1284.0623441396508,370.0,186.97415134144524,475.84426875785795,467.9300189656275,3616.860037203882,246.0,542.3357007075721,59.75652127996621,383.1396508728179,128.70324189526184,128.70324189526184,88.11221945137157,304.927680798005,41.581047381546135,53.461346633416454,68.0,42.666666666666664,36.92660550458715,45.366972477064216,100.22935779816513,808.1651376146788,1393.715596330275,31.0
2018-01-10 00:00:00,262.35660847880297,302.94763092269324,45.33333333333333,105.33333333333333,50.42307692307692,443.5311720698254,1172.1895261845386,1460.286783042394,245.0,211.7061819421655,543.1153919918171,308.65574189698896,4115.635110603106,268.0,513.3628419051643,68.81053965571866,438.5810473815461,148.50374064837905,148.50374064837905,100.98254364089775,344.5286783042394,65.34164588528678,62.3715710723192,82.66666666666666,46.666666666666664,42.20183486238532,50.64220183486238,109.72477064220182,909.4495412844036,1583.623853211009,23.0
2018-01-11 00:00:00,265.32668329177056,306.9077306733167,45.33333333333333,105.33333333333333,52.19230769230769,451.4513715710723,1190.0099750623442,1478.1072319201994,299.0,215.66330683828073,552.0189230080764,455.0693630532529,4167.981801474708,281.0,494.349403316084,68.81053965571866,443.5311720698254,149.4937655860349,149.4937655860349,101.9725685785536,349.4788029925187,33.66084788029925,64.35162094763092,84.0,48.0,42.20183486238532,51.69724770642201,110.77981651376146,925.2752293577981,1611.0550458715595,25.0
2018-01-12 00:00:00,288.09725685785537,336.6084788029925,49.33333333333333,110.66666666666666,53.96153846153846,489.072319201995,1288.0224438902742,1610.7705735660847,270.0,234.45965009482813,599.5044217614593,379.8839900270633,4516.630516147829,299.0,415.5794434470377,74.24295068117013,480.1620947630922,163.35411471321694,163.35411471321694,112.86284289276807,378.18952618453864,24.750623441396506,68.31172069825436,86.66666666666666,49.33333333333333,48.532110091743114,54.86238532110091,122.38532110091742,1003.3486238532109,1740.8256880733943,27.0
