Date,1-58,1-85,1-322,1-468,1-477,2-10,2-32,2-42,3-026,3-34,3-175,3-240,3-324,3-332,3-338,4-1,4-10,4-43,5-1,5-19,5-65,5-232,5-257,6-30,6-74,7-35,7-253,8-34,8-106,8-243,8-260,8-268,9-18,9-60,10-60
2023-10-30 00:00:00,no data,258.0,no data,301.0,no data,no data,1620.0,no data,321.0,99.0,no data,865.0,no data,1008.0,no data,no data,419.0,no data,797.0,no data,34.0,no data,no data,no data,no data,71.0,no data,no data,159.0,no data,no data,922.0,no data,no data,no data
2023-10-31 00:00:00,no data,279.0,no data,300.0,no data,no data,1832.0,no data,305.0,121.0,no data,995.0,no data,1040.0,no data,no data,389.0,no data,882.0,no data,19.0,no data,no data,no data,no data,72.0,no data,no data,165.0,no data,no data,729.0,no data,no data,no data
2023-11-01 00:00:00,no data,296.0,no data,235.0,no data,no data,1381.0,no data,320.0,108.0,no data,903.0,no data,941.0,no data,no data,428.0,no data,753.0,no data,64.0,no data,no data,no data,no data,111.0,no data,no data,207.0,no data,no data,815.0,no data,no data,no data
2023-11-02 00:00:00,no data,292.0,no data,255.0,no data,no data,1585.0,no data,337.0,136.0,no data,829.0,no data,985.0,no data,no data,422.0,no data,679.0,no data,60.0,no data,no data,no data,no data,86.0,no data,no data,215.0,no data,no data,817.0,no data,no data,no data
2023-11-03 00:00:00,no data,312.0,no data,266.0,no data,no data,1717.0,no data,335.0,104.0,no data,910.0,no data,1111.0,no data,no data,392.0,no data,804.0,no data,69.0,no data,no data,no data,no data,100.0,no data,no data,227.0,no data,no data,869.0,no data,no data,no data
2023-11-04 00:00:00,no data,266.0,no data,145.0,no data,no data,1331.0,no data,294.0,103.0,no data,699.0,no data,1058.0,no data,no data,438.0,no data,595.0,no data,48.0,no data,no data,no data,no data,94.0,no data,no data,170.0,no data,no data,720.0,no data,no data,no data
2023-11-05 00:00:00,no data,243.0,no data,171.0,no data,no data,1070.0,no data,309.0,111.0,no data,644.0,no data,960.0,no data,no data,471.0,no data,444.0,no data,48.0,no data,no data,no data,no data,58.0,no data,no data,114.0,no data,no data,616.0,no data,no data,no data
2023-11-06 00:00:00,no data,205.0,no data,187.0,no data,no data,1500.0,no data,310.0,127.0,no data,830.0,no data,901.0,no data,no data,301.0,no data,701.0,no data,50.0,no data,no data,no data,no data,51.0,no data,no data,201.0,no data,no data,956.0,no data,no data,no data
2023-11-07 00:00:00,no data,283.0,no data,189.0,no data,no data,1509.0,no data,330.0,157.0,no data,1026.0,no data,971.0,no data,no data,365.0,no data,749.0,no data,57.0,no data,no data,no data,no data,65.0,no data,no data,156.0,no data,no data,891.0,no data,no data,no data
2023-11-08 00:00:00,no data,295.0,no data,210.0,no data,no data,1533.0,no data,351.0,118.0,no data,1023.0,no data,987.0,no data,no data,403.0,no data,709.0,no data,55.0,no data,no data,no data,no data,71.0,no data,no data,164.0,no data,no data,893.0,no data,no data,no data
2023-11-09 00:00:00,no data,281.0,no data,240.0,no data,no data,1523.0,no data,344.0,131.0,no data,1013.0,no data,1130.0,no data,no data,394.0,no data,824.0,no data,56.0,no data,no data,no data,no data,100.0,no data,no data,158.0,no data,no data,915.0,no data,no data,no data
2023-11-10 00:00:00,no data,347.0,no data,181.0,no data,no data,1759.0,no data,393.0,156.0,no data,908.0,no data,1273.0,no data,no data,475.0,no data,965.0,no data,80.0,no data,no data,no data,no data,105.0,no data,no data,266.0,no data,no data,899.0,no data,no data,no data
2023-11-11 00:00:00,no data,246.0,no data,140.0,no data,no data,1067.0,no data,258.0,83.0,no data,598.0,no data,1017.0,no data,no data,429.0,no data,489.0,no data,42.0,no data,no data,no data,no data,93.0,no data,no data,155.0,no data,no data,628.0,no data,no data,no data
2023-11-12 00:00:00,no data,181.0,no data,160.0,no data,no data,865.0,no data,208.0,95.0,no data,452.0,no data,770.0,no data,no data,390.0,no data,417.0,no data,55.0,no data,no data,no data,no data,58.0,no data,no data,163.0,no data,no data,598.0,no data,no data,no data
2023-11-13 00:00:00,no data,235.0,no data,179.0,no data,no data,999.0,no data,319.0,107.0,no data,666.0,no data,895.0,no data,no data,414.0,no data,498.0,no data,63.0,no data,no data,no data,no data,68.0,no data,no data,230.0,no data,no data,775.0,no data,no data,no data
2023-11-14 00:00:00,no data,250.0,no data,185.0,no data,no data,1501.0,no data,325.0,140.0,no data,901.0,no data,979.0,no data,no data,349.0,no data,765.0,no data,54.0,no data,no data,no data,no data,62.0,no data,no data,125.0,no data,no data,871.0,no data,no data,no data
2023-11-15 00:00:00,no data,249.0,no data,217.0,no data,no data,1478.0,no data,327.0,129.0,no data,930.0,no data,991.0,no data,no data,385.0,no data,736.0,no data,56.0,no data,no data,no data,no data,90.0,no data,no data,154.0,no data,no data,902.0,no data,no data,no data
2023-11-16 00:00:00,no data,242.0,no data,262.0,no data,no data,1557.0,no data,297.0,114.0,no data,921.0,no data,1032.0,no data,no data,353.0,no data,837.0,no data,63.0,no data,no data,no data,no data,113.0,no data,no data,224.0,no data,no data,849.0,no data,no data,no data
2023-11-17 00:00:00,no data,260.0,no data,235.0,no data,no data,1697.0,no data,387.0,124.0,no data,992.0,no data,1328.0,no data,no data,397.0,no data,841.0,no data,73.0,no data,no data,no data,no data,89.0,no data,no data,195.0,no data,no data,957.0,no data,no data,no data
2023-11-18 00:00:00,no data,247.0,no data,127.0,no data,no data,1307.0,no data,253.0,71.0,no data,721.0,no data,1140.0,no data,no data,483.0,no data,703.0,no data,72.0,no data,no data,no data,no data,68.0,no data,no data,100.0,no data,no data,702.0,no data,no data,no data
2023-11-19 00:00:00,no data,196.0,no data,105.0,no data,no data,975.0,no data,309.0,67.0,no data,644.0,no data,908.0,no data,no data,428.0,no data,422.0,no data,45.0,no data,no data,no data,no data,32.0,no data,no data,158.0,no data,no data,454.0,no data,no data,no data
2023-11-20 00:00:00,no data,190.0,no data,205.0,no data,no data,1367.0,no data,303.0,158.0,no data,835.0,no data,868.0,no data,no data,277.0,no data,652.0,no data,39.0,no data,no data,no data,no data,66.0,no data,no data,145.0,no data,no data,927.0,no data,no data,no data
2023-11-21 00:00:00,no data,244.0,no data,234.0,no data,no data,1429.0,no data,343.0,145.0,no data,891.0,no data,1027.0,no data,no data,377.0,no data,684.0,no data,31.0,no data,no data,no data,no data,67.0,no data,no data,139.0,no data,no data,904.0,no data,no data,no data
2023-11-22 00:00:00,no data,221.0,no data,223.0,no data,no data,1352.0,no data,278.0,103.0,no data,934.0,no data,1050.0,no data,no data,369.0,no data,652.0,no data,40.0,no data,no data,no data,no data,89.0,no data,no data,128.0,no data,no data,868.0,no data,no data,no data
2023-11-23 00:00:00,no data,257.0,no data,229.0,no data,no data,1451.0,no data,347.0,154.0,no data,897.0,no data,1023.0,no data,no data,446.0,no data,749.0,no data,42.0,no data,no data,no data,no data,78.0,no data,no data,163.0,no data,no data,908.0,no data,no data,no data
2023-11-24 00:00:00,no data,249.0,no data,226.0,no data,no data,1622.0,no data,387.0,144.0,no data,1073.0,no data,1351.0,no data,no data,473.0,no data,820.0,no data,34.0,no data,no data,no data,no data,101.0,no data,no data,189.0,no data,no data,863.0,no data,no data,no data
2023-11-25 00:00:00,no data,161.0,no data,140.0,no data,no data,1191.0,no data,251.0,103.0,no data,724.0,no data,1140.0,no data,no data,496.0,no data,593.0,no data,42.0,no data,no data,no data,no data,83.0,no data,no data,133.0,no data,no data,687.0,no data,no data,no data
2023-11-26 00:00:00,no data,210.0,no data,228.0,no data,no data,922.0,no data,291.0,137.0,no data,639.0,no data,853.0,no data,no data,460.0,no data,421.0,no data,45.0,no data,no data,no data,no data,56.0,no data,no data,140.0,no data,no data,707.0,no data,no data,no data
2023-11-27 00:00:00,no data,214.0,no data,227.0,no data,no data,1300.0,no data,301.0,109.0,no data,778.0,no data,818.0,no data,no data,320.0,no data,648.0,no data,42.0,no data,no data,no data,no data,87.0,no data,no data,174.0,no data,no data,1063.0,no data,no data,no data
2023-11-28 00:00:00,no data,255.0,no data,203.0,no data,no data,1545.0,no data,357.0,112.0,no data,903.0,no data,972.0,no data,no data,328.0,no data,760.0,no data,34.0,no data,no data,no data,no data,87.0,no data,no data,125.0,no data,no data,808.0,no data,no data,no data
2023-11-29 00:00:00,no data,215.0,no data,222.0,no data,no data,1413.0,no data,334.0,144.0,no data,937.0,no data,1041.0,no data,no data,423.0,no data,698.0,no data,49.0,no data,no data,no data,no data,82.0,no data,no data,169.0,no data,no data,821.0,no data,no data,no data
2023-11-30 00:00:00,no data,217.0,no data,212.0,no data,no data,1463.0,no data,360.0,134.0,no data,967.0,no data,1067.0,no data,no data,389.0,no data,728.0,no data,41.0,no data,no data,no data,no data,74.0,no data,no data,182.0,no data,no data,793.0,no data,no data,no data
2023-12-01 00:00:00,no data,285.0,no data,197.0,no data,no data,1735.0,no data,385.0,128.0,no data,950.0,no data,1143.0,no data,no data,433.0,no data,827.0,no data,64.0,no data,no data,no data,no data,90.0,no data,no data,189.0,no data,no data,882.0,no data,no data,no data
2023-12-02 00:00:00,no data,197.0,no data,200.0,no data,no data,1176.0,no data,239.0,104.0,no data,696.0,no data,968.0,no data,no data,495.0,no data,547.0,no data,27.0,no data,no data,no data,no data,71.0,no data,no data,154.0,no data,no data,718.0,no data,no data,no data
2023-12-03 00:00:00,no data,251.0,no data,248.0,no data,no data,1073.0,no data,302.0,86.0,no data,658.0,no data,834.0,no data,no data,474.0,no data,463.0,no data,36.0,no data,no data,no data,no data,54.0,no data,no data,126.0,no data,no data,622.0,no data,no data,no data
2023-12-04 00:00:00,no data,247.0,no data,271.0,no data,no data,1534.0,no data,272.0,115.0,no data,830.0,no data,915.0,no data,no data,391.0,no data,702.0,no data,42.0,no data,no data,no data,no data,70.0,no data,no data,114.0,no data,no data,828.0,no data,no data,no data
2023-12-05 00:00:00,no data,195.0,no data,315.0,no data,no data,1525.0,no data,292.0,136.0,no data,912.0,no data,922.0,no data,no data,424.0,no data,737.0,no data,30.0,no data,no data,no data,no data,72.0,no data,no data,123.0,no data,no data,899.0,no data,no data,no data
2023-12-06 00:00:00,no data,233.0,no data,274.0,no data,no data,1470.0,no data,335.0,108.0,no data,936.0,no data,1137.0,no data,no data,463.0,no data,549.0,no data,37.0,no data,no data,no data,no data,79.0,no data,no data,142.0,no data,no data,824.0,no data,no data,no data
2023-12-07 00:00:00,no data,217.0,no data,221.0,no data,no data,1116.0,no data,367.0,110.0,no data,985.0,no data,1058.0,no data,no data,459.0,no data,350.0,no data,55.0,no data,no data,no data,no data,90.0,no data,no data,132.0,no data,no data,833.0,no data,no data,no data
2023-12-08 00:00:00,no data,247.0,no data,233.0,no data,no data,1386.0,no data,328.0,134.0,no data,975.0,no data,1211.0,no data,no data,476.0,no data,399.0,no data,58.0,no data,no data,no data,no data,77.0,no data,no data,103.0,no data,no data,1004.0,no data,no data,no data
2023-12-09 00:00:00,no data,192.0,no data,179.0,no data,no data,915.0,no data,235.0,83.0,no data,641.0,no data,1014.0,no data,no data,527.0,no data,272.0,no data,27.0,no data,no data,no data,no data,88.0,no data,no data,136.0,no data,no data,640.0,no data,no data,no data
2023-12-10 00:00:00,no data,201.0,no data,195.0,no data,no data,686.0,no data,221.0,93.0,no data,594.0,no data,799.0,no data,no data,491.0,no data,161.0,no data,29.0,no data,no data,no data,no data,42.0,no data,no data,107.0,no data,no data,640.0,no data,no data,no data
2023-12-11 00:00:00,no data,239.0,no data,285.0,no data,no data,1100.0,no data,333.0,119.0,no data,826.0,no data,899.0,no data,no data,440.0,no data,287.0,no data,37.0,no data,no data,no data,no data,70.0,no data,no data,104.0,no data,no data,830.0,no data,no data,no data
2023-12-12 00:00:00,no data,235.0,no data,256.0,no data,no data,1169.0,no data,301.0,162.0,no data,883.0,no data,901.0,no data,no data,471.0,no data,370.0,no data,49.0,no data,no data,no data,no data,99.0,no data,no data,82.0,no data,no data,743.0,no data,no data,no data
2023-12-13 00:00:00,no data,275.0,no data,281.0,no data,no data,1312.0,no data,333.0,148.0,no data,943.0,no data,1071.0,no data,no data,512.0,no data,461.0,no data,48.0,no data,no data,no data,no data,64.0,no data,no data,66.0,no data,no data,752.0,no data,no data,no data
2023-12-14 00:00:00,no data,288.0,no data,319.0,no data,no data,1206.0,no data,355.0,155.0,no data,920.0,no data,1011.0,no data,no data,448.0,no data,429.0,no data,57.0,no data,no data,no data,no data,65.0,no data,no data,76.0,no data,no data,691.0,no data,no data,no data
2023-12-15 00:00:00,no data,252.0,no data,371.0,no data,no data,1249.0,no data,310.0,132.0,no data,944.0,no data,1184.0,no data,no data,455.0,no data,410.0,no data,62.0,no data,no data,no data,no data,97.0,no data,no data,100.0,no data,no data,861.0,no data,no data,no data
2023-12-16 00:00:00,no data,315.0,no data,209.0,no data,no data,1034.0,no data,300.0,107.0,no data,696.0,no data,990.0,no data,no data,477.0,no data,281.0,no data,40.0,no data,no data,no data,no data,61.0,no data,no data,99.0,no data,no data,725.0,no data,no data,no data
2023-12-17 00:00:00,no data,256.0,no data,233.0,no data,no data,715.0,no data,325.0,94.0,no data,594.0,no data,840.0,no data,no data,493.0,no data,211.0,no data,28.0,no data,no data,no data,no data,53.0,no data,no data,84.0,no data,no data,569.0,no data,no data,no data
2023-12-18 00:00:00,no data,304.0,no data,252.0,no data,no data,1174.0,no data,355.0,132.0,no data,931.0,no data,916.0,no data,no data,395.0,no data,373.0,no data,37.0,no data,no data,no data,no data,70.0,no data,no data,65.0,no data,no data,745.0,no data,no data,no data
2023-12-19 00:00:00,no data,332.0,no data,247.0,no data,no data,1167.0,no data,369.0,125.0,no data,983.0,no data,848.0,no data,no data,409.0,no data,363.0,no data,31.0,no data,no data,no data,no data,59.0,no data,no data,67.0,no data,no data,682.0,no data,no data,no data
2023-12-20 00:00:00,no data,392.0,no data,303.0,no data,no data,1157.0,no data,447.0,177.0,no data,952.0,no data,1077.0,no data,no data,417.0,no data,338.0,no data,41.0,no data,no data,no data,no data,94.0,no data,no data,114.0,no data,no data,803.0,no data,no data,no data
2023-12-21 00:00:00,no data,379.0,no data,231.0,no data,no data,1165.0,no data,473.0,132.0,no data,899.0,no data,1073.0,no data,no data,427.0,no data,310.0,no data,46.0,no data,no data,no data,no data,89.0,no data,no data,116.0,no data,no data,713.0,no data,no data,no data
2023-12-22 00:00:00,no data,351.0,no data,253.0,no data,no data,1117.0,no data,429.0,142.0,no data,770.0,no data,1081.0,no data,no data,476.0,no data,319.0,no data,42.0,no data,no data,no data,no data,95.0,no data,no data,109.0,no data,no data,717.0,no data,no data,no data
2023-12-23 00:00:00,no data,274.0,no data,177.0,no data,no data,837.0,no data,333.0,109.0,no data,658.0,no data,834.0,no data,no data,437.0,no data,196.0,no data,41.0,no data,no data,no data,no data,97.0,no data,no data,123.0,no data,no data,600.0,no data,no data,no data
2023-12-24 00:00:00,no data,170.0,no data,169.0,no data,no data,626.0,no data,215.0,60.0,no data,660.0,no data,804.0,no data,no data,497.0,no data,175.0,no data,32.0,no data,no data,no data,no data,71.0,no data,no data,121.0,no data,no data,359.0,no data,no data,no data
2023-12-25 00:00:00,no data,77.0,no data,80.0,no data,no data,445.0,no data,142.0,17.0,no data,477.0,no data,335.0,no data,no data,396.0,no data,102.0,no data,13.0,no data,no data,no data,no data,52.0,no data,no data,151.0,no data,no data,232.0,no data,no data,no data
2023-12-26 00:00:00,no data,185.0,no data,141.0,no data,no data,665.0,no data,214.0,44.0,no data,601.0,no data,748.0,no data,no data,576.0,no data,165.0,no data,38.0,no data,no data,no data,no data,74.0,no data,no data,141.0,no data,no data,395.0,no data,no data,no data
2023-12-27 00:00:00,no data,293.0,no data,216.0,no data,no data,861.0,no data,350.0,137.0,no data,886.0,no data,895.0,no data,no data,504.0,no data,283.0,no data,70.0,no data,no data,no data,no data,103.0,no data,no data,129.0,no data,no data,413.0,no data,no data,no data
2023-12-28 00:00:00,no data,296.0,no data,206.0,no data,no data,904.0,no data,387.0,283.0,no data,976.0,no data,1107.0,no data,no data,589.0,no data,285.0,no data,59.0,no data,no data,no data,no data,69.0,no data,no data,157.0,no data,no data,642.0,no data,no data,no data
2023-12-29 00:00:00,no data,305.0,no data,184.0,no data,no data,942.0,no data,348.0,195.0,no data,921.0,no data,1112.0,no data,no data,632.0,no data,292.0,no data,62.0,no data,no data,no data,no data,85.0,no data,no data,109.0,no data,no data,643.0,no data,no data,no data
2023-12-30 00:00:00,no data,282.0,no data,151.0,no data,no data,845.0,no data,290.0,111.0,no data,732.0,no data,1019.0,no data,no data,641.0,no data,257.0,no data,64.0,no data,no data,no data,no data,74.0,no data,no data,80.0,no data,no data,304.0,no data,no data,no data
2023-12-31 00:00:00,no data,167.0,no data,105.0,no data,no data,605.0,no data,211.0,69.0,no data,630.0,no data,629.0,no data,no data,436.0,no data,183.0,no data,43.0,no data,no data,no data,no data,60.0,no data,no data,81.0,no data,no data,322.0,no data,no data,no data
2024-01-01 00:00:00,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AADT,220.3921568627451,296.74246575342465,61.22775800711744,278.7178082191781,64.9290780141844,133.055900621118,1389.3506849315067,2588.301282051282,416.4164383561644,130.34246575342465,222.52158273381295,793.9945205479452,589.5818181818182,1051.695890410959,4482.789090909091,612.6181818181818,678.4794520547945,169.5886524822695,571.013698630137,479.28662420382165,36.106849315068494,70.17421602787456,430.79442508710804,76.94904458598727,45.853503184713375,122.8082191780822,32.71024734982332,33.69064748201439,186.7945205479452,125.64259927797833,474.0647482014389,918.0876712328767,37.302158273381295,22.23381294964029,49.510791366906474
% Data ,41.917808219178085,100.0,76.98630136986301,100.0,77.26027397260275,44.109589041095894,100.0,42.73972602739726,100.0,100.0,76.16438356164383,100.0,75.34246575342466,100.0,75.34246575342466,75.34246575342466,100.0,77.26027397260275,100.0,43.013698630136986,100.0,78.63013698630137,78.63013698630137,43.013698630136986,43.013698630136986,100.0,77.53424657534246,76.16438356164383,100.0,75.89041095890411,76.16438356164383,100.0,76.16438356164383,76.16438356164383,76.16438356164383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,0.0,84,0.0,83,204,0.0,209,0.0,0.0,87,0.0,90,0.0,90,90,0.0,83,0.0,208,0.0,78,78,208,208,0.0,82,87,0.0,88,87,0.0,87,87,87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
