Date,1-58,1-85,1-322,1-468,1-477,2-10,2-32,2-42,3-026,3-175,3-240,3-324,3-338,4-1,4-10,4-43,5-1,5-19,5-65,5-232,5-257,6-30,6-74,7-35,7-253,8-34,8-106,8-243,8-260,8-268,10-60
2019-01-11 00:00:00,234.06555398708466,270.74746916416507,60,no data,59,398.26079335115895,1049.8014772107301,1303.9547466519302,275.0,165,779,367.5,4642,442,551,67,391.2737618888579,208,51,142,no data,37,52,68,23.0,47,97,83,450,909,35.0
2019-01-12 00:00:00,254.1532694412001,296.94883714779394,36,no data,58,431.44919279708876,1136.265991556706,1420.9875236454727,286.0,136,748,240,3341,523,569,83,423.58878240200016,107,41,144,no data,36,45,65,8.0,25,96,60,271,602,22.0
2019-01-13 00:00:00,234.06555398708466,270.74746916416507,37,no data,50,398.26079335115895,1049.8014772107301,1303.9547466519302,226.0,115,745,261,2705,351,450,85,391.2737618888579,103,48,156,no data,17,34,37,7.0,22,74,50,321,537,19.0
2019-01-14 00:00:00,227.0785225247836,264.6338166346517,42,no data,43,386.9068672249198,1023.6001092271014,1269.892968273213,214.0,157,822,273.5,4187,423,503,47,381.66659362819394,115,31,144,no data,38,42,65,15.0,36,74,72,443,945,28.0
2019-01-15 00:00:00,213.97783853296917,252.40651157562488,58,no data,55,368.5659096363795,964.2103417975427,1201.7694115157776,247.0,158,831,221.5,4471,334,399,27,358.9587413757156,101,35,139,no data,28,36,39,27.0,14,69,72,467,868,28.0
2019-01-16 00:00:00,204.37067027230523,234.9389329198723,39,no data,45,342.3645416527507,910.9342268974974,1132.7724758255554,275.0,160,761,198.5,4272,330,393,31,337.9976469888125,115,42,130,no data,24,35,47,18.0,20,55,59,387,891,27.0
2019-01-17 00:00:00,231.44541718872176,267.25395343301454,46,no data,58,391.2737618888579,1034.080656420553,1288.2339258617528,240.0,155,801,323.5,4435,353,412,17,386.9068672249198,111,41,122,no data,23,30,40,17.0,48,87,78,409,938,24.0
2019-01-18 00:00:00,234.06555398708466,270.74746916416507,66,no data,50,398.26079335115895,1049.8014772107301,1303.9547466519302,267.0,205,731,476.5,4528,345,406,38,391.2737618888579,148,42,142,no data,27,35,61,27.0,39,69,74,474,1016,45.0
2019-01-19 00:00:00,254.1532694412001,296.94883714779394,41,no data,52,431.44919279708876,1136.265991556706,1420.9875236454727,275.0,115,732,444.5,3348,393,450,88,423.58878240200016,106,38,144,no data,19,38,52,18.0,32,91,102,371,662,31.0
2019-01-20 00:00:00,234.06555398708466,270.74746916416507,43,no data,46,398.26079335115895,1049.8014772107301,1303.9547466519302,243.0,167,667,384.5,3016,430,452,93,391.2737618888579,77,34,156,no data,6,17,38,18.0,32,65,63,275,516,36.0
2019-01-21 00:00:00,227.0785225247836,264.6338166346517,49,no data,38,386.9068672249198,1023.6001092271014,1269.892968273213,276.0,141,762,175,4493,416,433,52,381.66659362819394,149,34,144,no data,21,30,46,26.0,24,56,72,422,877,29.0
2019-01-22 00:00:00,213.97783853296917,252.40651157562488,70,no data,46,368.5659096363795,964.2103417975427,1201.7694115157776,278.0,161,831,274,4446,377,401,38,358.9587413757156,150,39,139,no data,31,37,43,18.0,25,61,73,434,912,35.0
2019-01-23 00:00:00,204.37067027230523,234.9389329198723,51,no data,49,342.3645416527507,910.9342268974974,1132.7724758255554,314.0,163,813,246,4455,324,382,33,337.9976469888125,156,32,130,no data,28,35,47,22.0,17,53,53,405,890,44.0
2019-01-24 00:00:00,231.44541718872176,267.25395343301454,64,no data,52,391.2737618888579,1034.080656420553,1288.2339258617528,260.0,180,805,219,4458,398,419,25,386.9068672249198,152,36,122,no data,33,35,51,18.0,40,66,86,456,829,63.0
2019-01-25 00:00:00,234.06555398708466,270.74746916416507,85,no data,62,398.26079335115895,1049.8014772107301,1303.9547466519302,276.0,198,617,189.5,4694,434,462,59,391.2737618888579,167,46,142,no data,30,37,86,23.0,34,88,80,442,940,51.0
2019-01-26 00:00:00,254.1532694412001,296.94883714779394,66,no data,58,431.44919279708876,1136.265991556706,1420.9875236454727,280.0,144,481,251.5,3680,629,620,111,423.58878240200016,77,15,144,no data,21,28,59,17.0,11,71,100,364,661,18.0
2019-01-27 00:00:00,234.06555398708466,270.74746916416507,70,no data,72,398.26079335115895,1049.8014772107301,1303.9547466519302,245.0,153,398,306.5,3116,504,569,136,391.2737618888579,87,34,156,no data,19,27,38,15.0,53,81,92,309,579,26.0
2019-01-28 00:00:00,227.0785225247836,264.6338166346517,80,no data,54,386.9068672249198,1023.6001092271014,1269.892968273213,237.0,130,515,374,4459,382,447,58,381.66659362819394,142,34,144,no data,26,25,68,30.0,29,81,83,452,958,46.0
2019-01-29 00:00:00,213.97783853296917,252.40651157562488,63,no data,44,368.5659096363795,964.2103417975427,1201.7694115157776,260.0,198,606,279,4438,394,499,70,358.9587413757156,132,28,139,no data,21,30,75,40.0,29,83,86,462,933,49.0
2019-01-30 00:00:00,204.37067027230523,234.9389329198723,59,no data,63,342.3645416527507,910.9342268974974,1132.7724758255554,289.0,218,661,267,4486,314,397,80,337.9976469888125,151,40,130,no data,35,31,82,31.0,22,52,75,416,963,0.0
2019-01-31 00:00:00,231.44541718872176,267.25395343301454,85,no data,56,391.2737618888579,1034.080656420553,1288.2339258617528,355.0,227,647,225.5,4758,456,557,104,386.9068672249198,164,50,122,no data,30,42,67,32.0,49,88,125,530,1033,12.0
2019-02-01 00:00:00,293.4553214166434,344.9846784511135,83,no data,63,517.0403282102765,1353.7373458208249,1683.874582414549,241.0,298,674,217.5,4812,469,553,126,507.43315994961256,150,49,182,no data,31,40,58,31.0,24,86,70,495,1033,76.0
2019-02-02 00:00:00,319.6566894002722,372.05942536753,68,no data,50,556.3423801857198,1470.7701228143678,1827.1087273917205,304.0,162,469,216,3554,591,647,230,547.6085908578434,72,18,185,no data,22,30,58,18.0,23,76,78,325,640,50.0
2019-02-03 00:00:00,293.4553214166434,344.9846784511135,44,no data,49,517.0403282102765,1353.7373458208249,1683.874582414549,262.0,197,433,201.5,2938,532,588,195,507.43315994961256,66,25,198,no data,9,17,34,20.0,20,45,45,292,465,41.0
2019-02-04 00:00:00,286.4682899543424,334.5041312576619,63,no data,43,501.31950742009917,1311.8151570470193,1639.33225684238,285.0,195,621,303,4667,601,706,281,493.45909702501046,112,44,185,no data,20,34,36,17.0,3,64,49,440,872,43.0
2019-02-05 00:00:00,272.4942270297404,317.90993153469697,45,no data,38,471.6246237053197,1243.6916002895841,1551.9943635636166,337.0,203,604,426.5,4690,610,754,336,466.384350108594,99,24,180,no data,27,27,54,16.0,55,90,78,419,892,44.0
2019-02-06 00:00:00,259.3935430379259,297.8222160805816,45,no data,56,441.9297399905403,1172.947906733786,1462.9097124192788,300.0,239,723,367,4669,636,749,316,436.68946639381454,96,32,171,no data,15,31,51,26.0,28,88,72,431,925,97.0
2019-02-07 00:00:00,291.70856355106815,339.7444048543877,62,no data,65,507.43315994961256,1335.396388232285,1664.6602458932207,325.0,221,670,395,4627,660,769,335,501.31950742009917,113,33,160,no data,28,33,51,20.0,24,77,82,455,908,31.0
2019-02-08 00:00:00,293.4553214166434,344.9846784511135,69,no data,68,517.0403282102765,1353.7373458208249,1683.874582414549,328.0,235,640,299,4880,724,846,424,507.43315994961256,176,63,182,no data,35,46,75,12.0,9,68,66,460,958,0.0
2019-02-09 00:00:00,319.6566894002722,372.05942536753,45,no data,52,556.3423801857198,1470.7701228143678,1827.1087273917205,339.0,244,595,322.5,3802,721,807,350,547.6085908578434,113,28,185,no data,39,52,52,15.0,38,80,86,360,663,0.0
2019-02-10 00:00:00,293.4553214166434,344.9846784511135,65,no data,62,517.0403282102765,1353.7373458208249,1683.874582414549,389.0,229,507,284,3161,666,756,241,507.43315994961256,125,52,198,no data,19,35,43,22.0,28,96,91,437,621,22.0
2019-02-11 00:00:00,286.4682899543424,334.5041312576619,66,no data,57,501.31950742009917,1311.8151570470193,1639.33225684238,337.0,240,446,392.5,4570,724,878,461,493.45909702501046,135,39,185,no data,27,39,49,18.0,15,81,60,497,972,62.0
2019-02-12 00:00:00,272.4942270297404,317.90993153469697,68,no data,57,471.6246237053197,1243.6916002895841,1551.9943635636166,368.0,266,482,176.5,4755,786,945,511,466.384350108594,144,33,180,no data,33,42,65,21.0,27,62,61,437,892,33.0
2019-02-13 00:00:00,259.3935430379259,297.8222160805816,69,no data,49,441.9297399905403,1172.947906733786,1462.9097124192788,412.0,273,457,266,4716,749,897,484,436.68946639381454,119,38,171,no data,25,43,53,21.0,19,67,54,440,880,2.0
2019-02-14 00:00:00,291.70856355106815,339.7444048543877,73,no data,60,507.43315994961256,1335.396388232285,1664.6602458932207,394.0,301,491,262.5,5009,757,908,496,501.31950742009917,111,42,160,no data,23,35,61,31.0,24,101,76,514,995,21.0
2019-02-15 00:00:00,293.4553214166434,344.9846784511135,86,no data,58,517.0403282102765,1353.7373458208249,1683.874582414549,414.0,310,524,200,4912,837,999,546,507.43315994961256,176,54,182,no data,23,42,61,31.0,16,74,61,502,976,58.0
2019-02-16 00:00:00,319.6566894002722,372.05942536753,44,no data,65,556.3423801857198,1470.7701228143678,1827.1087273917205,407.0,262,410,139,3742,912,1023,499,547.6085908578434,106,25,185,no data,29,54,39,25.0,22,85,76,362,713,25.0
2019-02-17 00:00:00,293.4553214166434,344.9846784511135,70,no data,53,517.0403282102765,1353.7373458208249,1683.874582414549,345.0,262,394,232.5,3285,913,1055,533,507.43315994961256,71,42,198,no data,9,18,40,29.0,37,81,96,355,644,40.0
2019-02-18 00:00:00,286.4682899543424,334.5041312576619,66,no data,52,501.31950742009917,1311.8151570470193,1639.33225684238,377.0,241,385,243.5,4563,778,946,502,493.45909702501046,120,27,185,no data,26,26,50,27.0,36,98,76,526,990,66.0
2019-02-19 00:00:00,272.4942270297404,317.90993153469697,78,no data,55,471.6246237053197,1243.6916002895841,1551.9943635636166,352.0,246,409,334.5,4771,776,958,520,466.384350108594,112,24,180,no data,31,40,57,20.0,23,67,70,423,890,50.0
2019-02-20 00:00:00,259.3935430379259,297.8222160805816,71,no data,50,441.9297399905403,1172.947906733786,1462.9097124192788,350.0,279,467,339,4706,726,879,449,436.68946639381454,123,35,171,no data,23,30,66,19.0,15,56,45,417,944,65.0
2019-02-21 00:00:00,291.70856355106815,339.7444048543877,85,no data,48,507.43315994961256,1335.396388232285,1664.6602458932207,442.0,312,487,332,4748,785,949,534,501.31950742009917,127,39,160,no data,31,37,78,28.0,25,74,69,459,996,35.0
2019-02-22 00:00:00,293.4553214166434,344.9846784511135,104,no data,58,517.0403282102765,1353.7373458208249,1683.874582414549,489.0,353,533,292.5,4713,872,974,486,507.43315994961256,186,54,182,no data,46,45,83,34.0,21,82,92,548,1024,47.0
2019-02-23 00:00:00,319.6566894002722,372.05942536753,59,no data,48,556.3423801857198,1470.7701228143678,1827.1087273917205,410.0,276,413,311,3954,864,1037,566,547.6085908578434,122,57,185,no data,25,28,72,17.0,17,71,65,369,637,44.0
2019-02-24 00:00:00,293.4553214166434,344.9846784511135,52,no data,39,517.0403282102765,1353.7373458208249,1683.874582414549,401.0,296,401,236.5,3264,771,890,503,507.43315994961256,129,56,198,no data,27,33,46,18.0,44,90,83,360,607,38.0
2019-02-25 00:00:00,286.4682899543424,334.5041312576619,55,no data,58,501.31950742009917,1311.8151570470193,1639.33225684238,390.0,262,402,253.5,4429,751,891,552,493.45909702501046,119,37,185,no data,22,36,52,16.0,50,102,92,506,1007,49.0
2019-02-26 00:00:00,272.4942270297404,317.90993153469697,76,no data,59,471.6246237053197,1243.6916002895841,1551.9943635636166,365.0,280,462,253,4813,718,860,472,466.384350108594,125,38,180,no data,26,33,75,34.0,33,86,72,478,951,44.0
2019-02-27 00:00:00,259.3935430379259,297.8222160805816,70,no data,51,441.9297399905403,1172.947906733786,1462.9097124192788,452.0,304,448,300.5,4668,466,525,126,436.68946639381454,160,45,171,no data,50,53,40,26.0,26,73,50,466,951,64.0
2019-02-28 00:00:00,291.70856355106815,339.7444048543877,94,no data,56,507.43315994961256,1335.396388232285,1664.6602458932207,443.0,288,424,317,4839,709,792,302,501.31950742009917,131,34,160,no data,42,44,49,19.0,20,58,63,453,876,50.0
2019-03-01 00:00:00,293.4553214166434,344.9846784511135,92,no data,75,517.0403282102765,1353.7373458208249,1683.874582414549,261.0,321,449,198.5,5073,878,977,531,507.43315994961256,214,70,208,no data,42,55,70,31.0,32,83,87,515,960,59.0
2019-03-02 00:00:00,345.8580573839011,399.13417228394655,61,no data,60,587.7840217660745,1551.9943635636166,1929.294062527873,465.0,275,421,223.5,4038,1004,1144,578,583.4171271021364,192,50,209,no data,42,63,54,11.0,33,119,97,444,680,49.0
2019-03-03 00:00:00,374.6795621658929,441.0563610577528,71,no data,50,641.0601366661199,1682.1278245489739,2099.6029544214603,428.0,349,437,272,3340,995,1119,605,632.3263473382436,154,59,232,no data,26,28,51,24.0,44,94,81,453,636,31.0
2019-03-04 00:00:00,345.8580573839011,399.13417228394655,50,no data,35,587.7840217660745,1551.9943635636166,1929.294062527873,481.0,254,408,293,4701,737,823,352,583.4171271021364,125,31,209,no data,34,38,57,18.0,29,73,62,519,1019,64.0
2019-03-05 00:00:00,337.9976469888125,390.4003829560703,72,no data,64,573.8099588414724,1512.6923115881734,1883.8783580229165,378.0,297,484,288.5,4785,733,839,411,565.9495484463837,106,32,203,no data,25,26,64,29.0,15,61,53,434,846,42.0
2019-03-06 00:00:00,314.41641580354644,371.1860464347424,67,no data,67,542.3683172611177,1428.847934040561,1779.9462650211883,438.0,284,516,340.5,4656,835,1003,531,535.3812857988167,114,33,194,no data,38,49,69,12.0,31,92,82,495,933,43.0
2019-03-07 00:00:00,296.9488371477939,350.2249520478393,83,no data,95,513.546812479126,1343.2567986273737,1674.267414153885,404.0,322,488,292,4778,899,1053,581,505.6864020840374,127,41,184,no data,30,43,63,20.0,31,77,73,448,879,38.0
2019-03-08 00:00:00,341.49116271996303,394.7672776200084,106,no data,100,583.4171271021364,1528.4131323783513,1908.3329681409696,457.0,339,522,306,4856,936,1092,568,572.9365799086847,146,58,208,no data,30,37,98,20.0,30,79,95,539,1046,70.0
2019-03-09 00:00:00,345.8580573839011,399.13417228394655,72,no data,101,587.7840217660745,1551.9943635636166,1929.294062527873,479.0,287,426,278.5,3965,988,1129,627,583.4171271021364,126,36,209,no data,29,43,64,22.0,27,63,68,400,662,54.0
2019-03-10 00:00:00,374.6795621658929,441.0563610577528,89,no data,67,641.0601366661199,1682.1278245489739,2099.6029544214603,400.0,309,439,199,3414,1063,1228,617,632.3263473382436,134,65,232,no data,13,29,45,21.0,44,70,80,395,564,53.0
2019-03-11 00:00:00,345.8580573839011,399.13417228394655,112,no data,69,587.7840217660745,1551.9943635636166,1929.294062527873,440.0,271,427,164.5,4636,886,1042,569,583.4171271021364,127,45,209,no data,29,41,74,31.0,18,58,51,540,1000,30.0
2019-03-12 00:00:00,337.9976469888125,390.4003829560703,68,no data,79,573.8099588414724,1512.6923115881734,1883.8783580229165,381.0,280,458,203,4692,768,924,522,565.9495484463837,128,52,203,no data,33,31,60,19.0,34,76,62,455,837,45.0
2019-03-13 00:00:00,314.41641580354644,371.1860464347424,87,no data,86,542.3683172611177,1428.847934040561,1779.9462650211883,458.0,291,468,284.5,4922,836,975,559,535.3812857988167,131,50,194,no data,31,39,63,20.0,35,90,83,445,876,55.0
2019-03-14 00:00:00,296.9488371477939,350.2249520478393,91,no data,87,513.546812479126,1343.2567986273737,1674.267414153885,472.0,326,447,376.5,4883,790,940,477,505.6864020840374,133,48,184,no data,40,44,61,21.0,14,70,73,447,952,62.0
2019-03-15 00:00:00,341.49116271996303,394.7672776200084,101,no data,96,583.4171271021364,1528.4131323783513,1908.3329681409696,481.0,330,486,440.5,4808,843,987,505,572.9365799086847,175,61,208,no data,48,45,91,29.0,32,97,107,539,1043,67.0
2019-03-16 00:00:00,345.8580573839011,399.13417228394655,89,no data,74,587.7840217660745,1551.9943635636166,1929.294062527873,465.0,306,498,413.5,3954,1206,1236,547,583.4171271021364,106,42,209,no data,18,25,57,34.0,30,81,94,396,692,74.0
2019-03-17 00:00:00,374.6795621658929,441.0563610577528,89,no data,71,641.0601366661199,1682.1278245489739,2099.6029544214603,394.0,327,453,423.5,3286,1018,1135,566,632.3263473382436,109,45,232,no data,13,31,47,33.0,50,73,54,397,599,44.0
2019-03-18 00:00:00,345.8580573839011,399.13417228394655,114,no data,83,587.7840217660745,1551.9943635636166,1929.294062527873,383.0,301,670,459.5,4506,661,761,321,583.4171271021364,135,40,209,no data,30,44,56,34.0,37,84,84,492,947,67.0
2019-03-19 00:00:00,337.9976469888125,390.4003829560703,75,no data,91,573.8099588414724,1512.6923115881734,1883.8783580229165,451.0,287,708,575,4777,652,705,254,565.9495484463837,110,32,203,no data,20,38,63,21.0,31,84,72,452,919,51.0
2019-03-20 00:00:00,314.41641580354644,371.1860464347424,89,no data,62,542.3683172611177,1428.847934040561,1779.9462650211883,454.0,336,694,836.5,4836,728,780,227,535.3812857988167,135,36,194,no data,31,36,93,30.0,52,102,84,558,997,87.0
2019-03-21 00:00:00,296.9488371477939,350.2249520478393,73,no data,39,513.546812479126,1343.2567986273737,1674.267414153885,425.0,290,689,602.5,4648,552,594,63,505.6864020840374,133,48,184,no data,40,44,74,45.0,45,85,64,446,861,34.0
2019-03-22 00:00:00,341.49116271996303,394.7672776200084,83,no data,40,583.4171271021364,1528.4131323783513,1908.3329681409696,405.0,273,580,553.5,4716,686,721,113,572.9365799086847,104,110,208,no data,95,118,108,24.0,42,93,72,568,1043,94.0
2019-03-23 00:00:00,345.8580573839011,399.13417228394655,55,no data,58,587.7840217660745,1551.9943635636166,1929.294062527873,384.0,192,566,526,3695,1204,1330,609,583.4171271021364,21,21,209,no data,17,21,53,16.0,43,102,117,467,783,64.0
2019-03-24 00:00:00,374.6795621658929,441.0563610577528,75,no data,46,641.0601366661199,1682.1278245489739,2099.6029544214603,349.0,241,511,617.5,3403,897,1017,467,632.3263473382436,9,12,232,no data,13,15,53,27.0,42,103,81,427,1696,49.0
2019-03-25 00:00:00,345.8580573839011,399.13417228394655,74,no data,36,587.7840217660745,1551.9943635636166,1929.294062527873,376.0,261,654,553,4563,672,792,329,583.4171271021364,76,96,209,no data,78,97,71,21.0,60,90,68,480,990,46.0
2019-03-26 00:00:00,337.9976469888125,390.4003829560703,46,no data,55,573.8099588414724,1512.6923115881734,1883.8783580229165,419.0,274,767,601.5,4673,581,619,152,565.9495484463837,38,52,203,no data,47,53,92,23.0,75,100,92,509,1064,53.0
2019-03-27 00:00:00,314.41641580354644,371.1860464347424,38,no data,46,542.3683172611177,1428.847934040561,1779.9462650211883,426.0,238,655,511.5,4684,602,649,189,535.3812857988167,17,32,194,no data,26,36,68,18.0,28,83,73,510,907,60.0
2019-03-28 00:00:00,296.9488371477939,350.2249520478393,42,no data,31,513.546812479126,1343.2567986273737,1674.267414153885,362.0,209,681,495,4706,563,591,119,505.6864020840374,9,12,184,no data,8,13,69,14.0,37,87,95,635,942,57.0
2019-03-29 00:00:00,341.49116271996303,394.7672776200084,38,no data,41,583.4171271021364,1528.4131323783513,1908.3329681409696,337.0,250,708,530,4935,632,696,129,572.9365799086847,37,49,208,no data,38,46,80,20.0,28,130,99,803,1076,81.0
2019-03-30 00:00:00,345.8580573839011,399.13417228394655,27,no data,61,587.7840217660745,1551.9943635636166,1929.294062527873,404.0,187,492,478.5,3964,743,781,166,583.4171271021364,5,4,209,no data,6,7,42,2.0,33,156,123,999,896,51.0
2019-03-31 00:00:00,374.6795621658929,441.0563610577528,26,no data,30,641.0601366661199,1682.1278245489739,2099.6029544214603,319.0,189,506,471.5,3373,637,686,171,632.3263473382436,151,116,232,no data,13,15,49,11.0,34,171,130,1311,698,2.0
2019-04-01 00:00:00,345.8580573839011,399.13417228394655,28,no data,25,587.7840217660745,1551.9943635636166,1929.294062527873,349.0,202,620,510.5,4747,418,488,66,583.4171271021364,170,152,200,no data,78,97,60,14.0,49,87,71,1595,1068,27.0
2019-04-02 00:00:00,323.1502051314228,374.6795621658929,30,no data,33,547.6085908578434,1445.4421337635265,1797.413843676941,339.0,212,645,852,4586,416,446,49,538.8748015299673,42,46,197,no data,41,48,57,20.0,29,78,68,1574,988,47.0
2019-04-03 00:00:00,301.31573181173206,354.5918467117774,30,no data,49,518.7870860758517,1365.964650879852,1696.101887473576,300.0,185,703,918.5,4381,467,503,54,513.546812479126,65,55,187,no data,61,64,39,16.0,34,99,79,1738,994,39.0
2019-04-04 00:00:00,285.59491102155476,336.25088912323724,31,no data,36,489.96558129386,1278.6267576010891,1601.7769627325122,321.0,181,644,801,4617,438,502,42,486.4720655627095,41,31,176,no data,32,35,68,13.0,29,75,57,1565,971,63.0
2019-04-05 00:00:00,324.896962996998,379.9198357626186,38,no data,62,554.5956223201445,1464.656470284854,1820.1216959294193,323.0,189,672,652.5,4795,561,618,50,547.6085908578434,46,55,197,no data,52,60,79,21.0,27,107,89,1668,1133,54.0
2019-04-06 00:00:00,328.39047872814854,382.53997256098154,29,no data,41,559.8358959168704,1484.7441857389695,1848.9432007114108,244.0,168,514,806,3673,795,890,120,554.5956223201445,10,10,200,no data,9,5,65,10.0,23,112,98,1615,837,61.0
2019-04-07 00:00:00,358.9587413757156,413.1082352085486,32,no data,43,610.491874018553,1606.1438573964501,1998.2909982180959,338.0,150,494,912,3095,674,587,96,603.5048425562518,8,9,221,no data,8,7,43,20.0,44,112,91,1326,796,39.0
2019-04-08 00:00:00,328.39047872814854,382.53997256098154,20,no data,39,559.8358959168704,1484.7441857389695,1848.9432007114108,321.0,149,641,905.5,4429,363,428,45,554.5956223201445,264,152,200,no data,78,97,77,13.0,36,92,89,1230,908,37.0
2019-04-09 00:00:00,323.1502051314228,374.6795621658929,34,no data,54,547.6085908578434,1445.4421337635265,1789.5534332818524,404.0,152,647,683,4732,415,484,58,538.8748015299673,81,89,197,no data,70,78,74,13.0,29,105,87,1202,931,37.0
2019-04-10 00:00:00,301.31573181173206,354.5918467117774,23,no data,34,518.7870860758517,1365.964650879852,1365.964650879852,304.0,149,606,647,4660,511,558,60,513.546812479126,51,69,187,no data,55,69,80,11.0,42,89,74,1047,922,46.0
2019-04-11 00:00:00,285.59491102155476,336.25088912323724,20,no data,32,343.2379205855383,no data,381.66659362819394,404.0,165,593,486,4765,581,648,44,486.4720655627095,57,73,176,no data,75,65,86,10.0,46,100,83,1259,901,47.0
2019-04-12 00:00:00,324.896962996998,379.9198357626186,34,no data,35,379.9198357626186,no data,379.9198357626186,360.0,181,583,652.5,4962,729,818,56,547.6085908578434,107,107,197,no data,92,96,90,13.0,15,143,89,1291,1122,6.0
2019-04-13 00:00:00,328.39047872814854,382.53997256098154,14,no data,63,382.53997256098154,no data,382.53997256098154,324.0,144,360,806,3920,744,835,129,554.5956223201445,51,43,200,no data,63,37,52,11.0,33,153,94,1182,700,42.0
2019-04-14 00:00:00,358.9587413757156,413.1082352085486,16,no data,44,413.1082352085486,no data,413.1082352085486,314.0,160,408,324,2726,475,561,51,603.5048425562518,2,3,221,no data,2,4,48,6.0,38,213,118,1195,610,36.0
2019-04-15 00:00:00,no data,no data,21,no data,30,no data,no data,no data,348.0,125,552,589.5,4399,520,624,50,no data,no data,no data,200,no data,no data,no data,94,16.0,29,141,79,1119,1099,67.0
2019-04-16 00:00:00,no data,no data,19,no data,38,no data,no data,no data,414.0,133,580,506,5120,512,658,36,no data,no data,no data,197,no data,no data,no data,62,18.0,20,145,71,886,962,48.0
2019-04-17 00:00:00,no data,no data,40,no data,39,no data,no data,no data,503.0,182,623,727.5,3210,506,551,30,no data,no data,no data,187,no data,no data,no data,83,10.0,19,71,61,1099,1071,54.0
2019-04-18 00:00:00,no data,no data,48,no data,53,no data,no data,no data,539.0,286,687,815,4974,609,759,52,no data,no data,no data,176,no data,no data,no data,112,21.0,32,178,93,1041,1127,75.0
2019-04-19 00:00:00,no data,no data,19,no data,53,no data,no data,no data,377.0,227,418,577,3345,648,745,94,no data,no data,no data,197,no data,no data,no data,73,16.0,28,71,65,1002,670,44.0
2019-04-20 00:00:00,no data,no data,14,no data,51,no data,no data,no data,404.0,123,350,752,3611,737,931,183,no data,no data,no data,200,no data,no data,no data,67,5.0,26,108,73,862,599,31.0
2019-04-21 00:00:00,no data,no data,23,no data,33,no data,no data,no data,521.0,167,404,548,2959,765,891,147,no data,no data,no data,221,no data,no data,no data,59,3.0,45,87,70,976,513,40.0
2019-04-22 00:00:00,no data,no data,33,no data,47,no data,no data,no data,432.0,247,483,595,3798,783,922,178,no data,no data,no data,200,no data,no data,no data,115,22.0,49,109,80,980,778,46.0
2019-04-23 00:00:00,no data,no data,20,no data,46,no data,no data,no data,353.0,161,574,589.5,4934,515,639,33,no data,no data,no data,197,no data,no data,no data,79,22.0,13,101,77,813,1049,4.0
2019-04-24 00:00:00,no data,no data,24,no data,30,no data,no data,no data,353.0,138,566,800,4386,451,604,24,no data,no data,no data,187,no data,no data,no data,102,13.0,21,115,70,1099,971,40.0
