Date,1-58,1-85,1-322,1-468,1-477,2-10,2-32,2-42,3-026,3-34,3-175,3-240,3-324,3-332,3-338,4-1,4-10,4-43,5-1,5-19,5-65,5-232,5-257,6-30,6-74,7-35,7-253,8-34,8-106,8-243,8-260,8-268,9-18,9-60,10-60,gnt-2
2022-07-27 00:00:00,271.0,475.0,76.0,374.0,81.0,349.0,1996.0,2178.0,583.0,112.0,230.0,651.0,453.0,1128.0,3981.0,557.0,806.0,107.0,863.0,239.0,19.0,90.0,435.0,58.0,59.0,150.0,56.0,35,296.0,125.0,629.0,1227.0,41.0,25.0,108.0,510
2022-07-28 00:00:00,323.0,492.0,81.0,408.0,74.0,345.0,1938.0,1938.0,569.0,127.0,272.0,733.0,507.0,1307.0,3952.0,585.0,780.0,131.0,770.0,215.0,17.0,92.0,394.0,59.0,49.0,145.0,38.0,17,360.0,78.0,613.0,1194.0,16.0,9.0,109.0,434
2022-07-29 00:00:00,335.0,555.0,76.0,401.0,103.0,351.0,2108.0,2048.0,662.0,122.0,330.0,771.0,563.0,1323.0,4238.0,793.0,1039.0,206.0,867.0,279.0,35.0,109.0,410.0,90.0,83.0,132.0,37.0,27,494.0,70.0,641.0,1252.0,16.0,9.0,97.0,848
2022-07-30 00:00:00,293.0,517.0,74.0,230.0,40.0,292.0,1903.0,1903.0,569.0,72.0,230.0,585.0,455.0,1060.0,2997.0,746.0,1120.0,251.0,743.0,186.0,10.0,92.0,371.0,57.0,46.0,138.0,31.0,35,512.0,117.0,556.0,1086.0,11.0,6.0,75.0,326
2022-07-31 00:00:00,293.0,493.0,69.0,257.0,45.0,225.0,1524.0,1412.0,601.0,86.0,219.0,667.0,445.0,964.0,2822.0,905.0,1549.0,423.0,633.0,182.0,13.0,98.0,345.0,35.0,38.0,114.0,17.0,30,529.0,158.0,370.0,719.0,18.0,10.0,91.0,453
2022-08-01 00:00:00,361.0,564.0,65.0,275.0,50.0,294.0,1747.0,1561.0,672.0,113.0,288.0,689.0,496.0,988.0,2869.0,802.0,1506.0,369.0,691.0,226.0,27.0,112.0,325.0,47.0,42.0,91.0,28.0,97,528.0,195.0,523.0,1020.0,5.0,3.0,64.0,842
2022-08-02 00:00:00,252.0,424.0,53.0,331.0,47.0,309.0,2008.0,2223.0,574.0,144.0,225.0,790.0,477.0,1197.0,4060.0,646.0,890.0,142.0,1040.0,243.0,30.0,109.0,468.0,78.0,71.0,123.0,27.0,121,349.0,104.0,628.0,1229.0,15.0,8.0,76.0,1027
2022-08-03 00:00:00,263.0,394.0,53.0,338.0,46.0,320.0,2078.0,2265.0,538.0,135.0,225.0,864.0,538.0,1366.0,3854.0,590.0,744.0,133.0,1054.0,276.0,34.0,98.0,424.0,54.0,60.0,161.0,26.0,46,359.0,149.0,566.0,1110.0,32.0,19.0,105.0,470
2022-08-04 00:00:00,294.0,432.0,57.0,377.0,45.0,330.0,2269.0,2371.0,481.0,145.0,236.0,791.0,564.0,1357.0,3985.0,584.0,766.0,131.0,1038.0,252.0,49.0,146.0,431.0,68.0,54.0,178.0,36.0,38,321.0,74.0,537.0,1052.0,25.0,15.0,93.0,686
2022-08-05 00:00:00,283.0,471.0,53.0,393.0,46.0,356.0,2474.0,2471.0,627.0,103.0,272.0,928.0,617.0,1316.0,4165.0,814.0,1077.0,192.0,1215.0,319.0,32.0,169.0,479.0,81.0,60.0,155.0,46.0,13,257.0,76.0,648.0,1268.0,17.0,9.0,97.0,442
2022-08-06 00:00:00,253.0,455.0,52.0,335.0,84.0,413.0,2085.0,2267.0,475.0,104.0,233.0,747.0,518.0,1204.0,3131.0,717.0,1050.0,226.0,867.0,238.0,24.0,130.0,408.0,62.0,67.0,16.0,53.0,21,270.0,93.0,467.0,913.0,14.0,8.0,84.0,424
2022-08-07 00:00:00,272.0,492.0,49.0,324.0,62.0,327.0,1747.0,1713.0,476.0,75.0,223.0,624.0,440.0,1012.0,2713.0,627.0,1104.0,216.0,786.0,233.0,31.0,150.0,373.0,46.0,41.0,126.0,19.0,27,335.0,136.0,400.0,778.0,11.0,6.0,62.0,289
2022-08-08 00:00:00,250.0,354.0,46.0,405.0,84.0,284.0,1917.0,2086.0,466.0,93.0,205.0,767.0,475.0,993.0,3801.0,587.0,771.0,125.0,958.0,254.0,27.0,124.0,337.0,67.0,74.0,139.0,32.0,37,317.0,154.0,586.0,1146.0,32.0,19.0,84.0,386
2022-08-09 00:00:00,270.0,392.0,53.0,328.0,59.0,297.0,2233.0,2420.0,486.0,112.0,220.0,798.0,556.0,1179.0,4080.0,621.0,859.0,154.0,1121.0,241.0,20.0,157.0,429.0,60.0,76.0,141.0,21.0,43,318.0,129.0,566.0,1107.0,22.0,12.0,71.0,458
2022-08-10 00:00:00,278.0,419.0,53.0,390.0,61.0,325.0,2242.0,2462.0,422.0,119.0,205.0,813.0,538.0,1189.0,3892.0,642.0,855.0,172.0,1023.0,226.0,27.0,176.0,460.0,64.0,62.0,124.0,31.0,23,311.0,107.0,575.0,1120.0,24.0,13.0,69.0,514
2022-08-11 00:00:00,270.0,419.0,57.0,389.0,52.0,299.0,2235.0,2254.0,443.0,114.0,223.0,836.0,579.0,1217.0,3939.0,594.0,828.0,151.0,1074.0,221.0,28.0,122.0,416.0,57.0,54.0,146.0,34.0,29,299.0,93.0,575.0,1123.0,25.0,14.0,85.0,863
2022-08-12 00:00:00,266.0,467.0,53.0,433.0,54.0,330.0,2367.0,2451.0,548.0,124.0,289.0,923.0,627.0,1318.0,4168.0,839.0,1115.0,235.0,1129.0,270.0,29.0,142.0,498.0,91.0,63.0,153.0,38.0,29,259.0,134.0,648.0,1266.0,23.0,12.0,99.0,792
2022-08-13 00:00:00,276.0,461.0,52.0,281.0,44.0,256.0,2061.0,2434.0,516.0,71.0,217.0,743.0,521.0,1245.0,3411.0,984.0,1517.0,327.0,900.0,240.0,27.0,131.0,493.0,87.0,61.0,170.0,43.0,28,269.0,73.0,552.0,1078.0,17.0,10.0,119.0,517
2022-08-14 00:00:00,270.0,458.0,49.0,347.0,62.0,214.0,1681.0,1796.0,524.0,68.0,201.0,880.0,495.0,1076.0,3029.0,802.0,1662.0,398.0,742.0,225.0,18.0,123.0,346.0,40.0,43.0,125.0,26.0,24,288.0,51.0,412.0,803.0,18.0,10.0,74.0,201
2022-08-15 00:00:00,246.0,405.0,46.0,410.0,65.0,296.0,2103.0,2134.0,557.0,104.0,237.0,980.0,550.0,1274.0,4069.0,635.0,888.0,165.0,975.0,243.0,28.0,127.0,328.0,53.0,40.0,137.0,27.0,13,284.0,42.0,612.0,1194.0,19.0,10.0,88.0,414
2022-08-16 00:00:00,246.0,389.0,53.0,446.0,37.0,288.0,2221.0,2354.0,484.0,119.0,242.0,1003.0,561.0,1308.0,4119.0,668.0,892.0,121.0,1006.0,281.0,37.0,115.0,422.0,62.0,62.0,150.0,36.0,19,332.0,57.0,567.0,1108.0,19.0,11.0,81.0,508
2022-08-17 00:00:00,275.0,429.0,53.0,393.0,44.0,266.0,2021.0,2394.0,538.0,124.0,270.0,1068.0,672.0,1614.0,4265.0,745.0,984.0,139.0,953.0,234.0,22.0,123.0,474.0,64.0,60.0,172.0,47.0,17,352.0,30.0,622.0,1215.0,23.0,13.0,110.0,502
2022-08-18 00:00:00,286.0,504.0,57.0,505.0,89.0,305.0,2200.0,2226.0,597.0,113.0,238.0,1152.0,795.0,1671.0,4272.0,821.0,1076.0,168.0,1019.0,266.0,33.0,159.0,445.0,57.0,48.0,161.0,42.0,46,310.0,38.0,523.0,1027.0,28.0,16.0,61.0,410
2022-08-19 00:00:00,305.0,552.0,53.0,550.0,38.0,331.0,2629.0,2350.0,576.0,114.0,252.0,1156.0,780.0,1718.0,4413.0,897.0,1239.0,217.0,1218.0,343.0,40.0,185.0,489.0,96.0,59.0,192.0,32.0,46,289.0,50.0,603.0,1178.0,24.0,13.0,80.0,401
2022-08-20 00:00:00,299.0,502.0,52.0,371.0,48.0,274.0,1812.0,1910.0,508.0,75.0,243.0,1007.0,742.0,1673.0,3440.0,907.0,1365.0,256.0,776.0,274.0,25.0,133.0,416.0,70.0,66.0,166.0,39.0,29,247.0,104.0,484.0,950.0,26.0,14.0,56.0,258
2022-08-21 00:00:00,334.0,549.0,49.0,364.0,57.0,269.0,1565.0,1393.0,585.0,95.0,252.0,978.0,667.0,1377.0,3045.0,787.0,1388.0,276.0,700.0,232.0,20.0,146.0,345.0,40.0,58.0,133.0,35.0,41,310.0,101.0,452.0,887.0,13.0,7.0,58.0,277
2022-08-22 00:00:00,296.0,466.0,46.0,468.0,40.0,343.0,2149.0,1967.0,532.0,89.0,235.0,1065.0,723.0,1437.0,4027.0,646.0,897.0,141.0,1081.0,319.0,39.0,120.0,377.0,92.0,70.0,145.0,54.0,88,268.0,81.0,531.0,1034.0,22.0,11.0,107.0,442
2022-08-23 00:00:00,266.0,405.0,53.0,388.0,82.0,312.0,2183.0,2089.0,516.0,109.0,220.0,919.0,582.0,1184.0,4101.0,604.0,730.0,79.0,975.0,256.0,30.0,147.0,415.0,76.0,77.0,154.0,28.0,38,306.0,92.0,544.0,1061.0,26.0,14.0,90.0,453
2022-08-24 00:00:00,273.0,480.0,53.0,368.0,36.0,343.0,2264.0,2161.0,510.0,135.0,210.0,969.0,613.0,1209.0,4235.0,614.0,738.0,94.0,1046.0,304.0,23.0,180.0,418.0,76.0,59.0,149.0,23.0,45,322.0,84.0,558.0,1088.0,31.0,18.0,111.0,398
2022-08-25 00:00:00,296.0,473.0,57.0,365.0,112.0,336.0,2160.0,2212.0,552.0,136.0,258.0,1001.0,778.0,1335.0,4479.0,780.0,919.0,126.0,939.0,258.0,42.0,146.0,431.0,43.0,53.0,162.0,35.0,25,324.0,68.0,608.0,1185.0,27.0,15.0,84.0,423
2022-08-26 00:00:00,268.0,468.0,53.0,428.0,104.0,342.0,2259.0,2074.0,565.0,124.0,267.0,993.0,720.0,1314.0,4372.0,772.0,895.0,153.0,1149.0,365.0,48.0,151.0,523.0,104.0,89.0,175.0,52.0,28,345.0,97.0,629.0,1235.0,26.0,14.0,100.0,442
2022-08-27 00:00:00,286.0,499.0,52.0,277.0,80.0,293.0,2263.0,1840.0,521.0,74.0,242.0,740.0,617.0,1248.0,3679.0,816.0,1311.0,261.0,1027.0,348.0,32.0,168.0,406.0,78.0,82.0,154.0,43.0,22,325.0,123.0,554.0,1078.0,21.0,11.0,87.0,322
2022-08-28 00:00:00,305.0,470.0,49.0,275.0,24.0,276.0,1663.0,1316.0,485.0,123.0,263.0,653.0,500.0,1016.0,2864.0,522.0,863.0,149.0,856.0,320.0,31.0,142.0,324.0,53.0,60.0,127.0,39.0,33,312.0,77.0,498.0,977.0,13.0,7.0,75.0,216
2022-08-29 00:00:00,277.0,432.0,46.0,323.0,61.0,322.0,2150.0,1860.0,557.0,151.0,248.0,1068.0,589.0,1345.0,4231.0,647.0,782.0,106.0,1063.0,300.0,44.0,158.0,431.0,64.0,80.0,207.0,61.0,57,308.0,102.0,596.0,1162.0,16.0,9.0,93.0,390
2022-08-30 00:00:00,263.0,442.0,53.0,341.0,67.0,310.0,1996.0,1925.0,496.0,147.0,227.0,912.0,567.0,1097.0,4194.0,481.0,668.0,112.0,1002.0,292.0,36.0,160.0,499.0,58.0,61.0,138.0,36.0,58,271.0,86.0,612.0,1197.0,25.0,15.0,74.0,408
2022-08-31 00:00:00,293.0,510.0,53.0,304.0,46.0,299.0,2116.0,1937.0,587.0,154.0,299.0,946.0,618.0,1227.0,4315.0,565.0,686.0,70.0,1016.0,314.0,32.0,174.0,518.0,65.0,68.0,129.0,44.0,37,313.0,74.0,579.0,1128.0,19.0,10.0,78.0,415
2022-09-01 00:00:00,350.0,530.0,57.0,406.0,84.0,328.0,2179.0,1862.0,545.0,168.0,283.0,1044.0,668.0,1386.0,4419.0,624.0,735.0,88.0,1073.0,311.0,40.0,156.0,415.0,74.0,77.0,173.0,43.0,33,168.0,64.0,661.0,1296.0,21.0,12.0,71.0,367
2022-09-02 00:00:00,397.0,625.0,51.0,367.0,63.0,500.0,2735.0,2139.0,742.0,165.0,411.0,1117.0,738.0,1517.0,4611.0,805.0,1005.0,195.0,1540.0,411.0,68.0,254.0,517.0,81.0,71.0,195.0,58.0,22,165.0,36.0,694.0,1358.0,18.0,10.0,113.0,348
2022-09-03 00:00:00,332.0,585.0,51.0,222.0,62.0,341.0,2942.0,1929.0,619.0,123.0,315.0,759.0,592.0,1229.0,3647.0,1065.0,1527.0,337.0,1913.0,325.0,31.0,158.0,487.0,92.0,79.0,150.0,43.0,32,123.0,70.0,591.0,1157.0,16.0,9.0,93.0,272
2022-09-04 00:00:00,304.0,470.0,50.0,260.0,71.0,286.0,2452.0,1294.0,567.0,117.0,257.0,627.0,495.0,1022.0,2737.0,833.0,1386.0,283.0,1652.0,229.0,45.0,134.0,376.0,63.0,49.0,126.0,48.0,24,117.0,58.0,469.0,915.0,13.0,7.0,65.0,197
2022-09-05 00:00:00,363.0,619.0,45.0,282.0,61.0,323.0,2328.0,1356.0,769.0,146.0,310.0,860.0,619.0,1169.0,2805.0,644.0,1148.0,241.0,1453.0,343.0,45.0,200.0,435.0,76.0,76.0,124.0,63.0,54,146.0,51.0,375.0,733.0,18.0,10.0,75.0,276
2022-09-06 00:00:00,258.0,366.0,51.0,312.0,75.0,281.0,1988.0,1928.0,469.0,136.0,203.0,872.0,536.0,1121.0,4119.0,542.0,576.0,61.0,992.0,251.0,23.0,176.0,527.0,73.0,79.0,169.0,37.0,77,136.0,60.0,647.0,1267.0,36.0,20.0,82.0,460
2022-09-07 00:00:00,323.0,441.0,51.0,308.0,116.0,329.0,1938.0,1845.0,424.0,131.0,190.0,948.0,572.0,1172.0,4173.0,585.0,651.0,77.0,947.0,240.0,30.0,196.0,524.0,74.0,70.0,166.0,46.0,55,131.0,41.0,505.0,983.0,22.0,13.0,63.0,423
2022-09-08 00:00:00,248.0,357.0,55.0,274.0,91.0,272.0,2050.0,1888.0,463.0,136.0,254.0,1013.0,631.0,1229.0,4311.0,638.0,636.0,54.0,1013.0,279.0,29.0,190.0,471.0,64.0,57.0,154.0,55.0,42,136.0,36.0,578.0,1132.0,31.0,18.0,65.0,518
2022-09-09 00:00:00,268.0,386.0,51.0,351.0,93.0,354.0,2249.0,1914.0,445.0,118.0,240.0,1040.0,654.0,1319.0,4784.0,786.0,836.0,104.0,1079.0,232.0,36.0,201.0,528.0,85.0,91.0,133.0,58.0,35,118.0,44.0,612.0,1199.0,29.0,18.0,84.0,532
2022-09-10 00:00:00,265.0,439.0,51.0,276.0,86.0,287.0,1911.0,1736.0,405.0,100.0,192.0,733.0,541.0,1159.0,4001.0,839.0,1095.0,231.0,848.0,228.0,19.0,216.0,562.0,70.0,79.0,116.0,64.0,57,100.0,42.0,392.0,769.0,24.0,13.0,43.0,360
2022-09-11 00:00:00,221.0,333.0,50.0,266.0,82.0,222.0,1511.0,1131.0,364.0,81.0,207.0,627.0,562.0,904.0,3006.0,614.0,775.0,177.0,703.0,255.0,18.0,168.0,380.0,62.0,64.0,126.0,50.0,26,81.0,66.0,472.0,925.0,26.0,15.0,49.0,525
2022-09-12 00:00:00,216.0,337.0,45.0,282.0,85.0,310.0,1993.0,1836.0,372.0,123.0,174.0,848.0,513.0,1062.0,4202.0,568.0,689.0,108.0,989.0,252.0,44.0,183.0,497.0,64.0,61.0,157.0,64.0,26,123.0,45.0,580.0,1132.0,42.0,25.0,84.0,814
2022-09-13 00:00:00,250.0,353.0,51.0,329.0,91.0,267.0,2109.0,1884.0,391.0,115.0,215.0,977.0,543.0,1118.0,4379.0,587.0,768.0,92.0,1069.0,297.0,37.0,170.0,496.0,96.0,65.0,135.0,60.0,45,115.0,49.0,658.0,1281.0,27.0,16.0,87.0,527
2022-09-14 00:00:00,230.0,331.0,51.0,349.0,64.0,241.0,1906.0,1947.0,428.0,125.0,199.0,971.0,578.0,1212.0,4364.0,608.0,742.0,109.0,912.0,229.0,28.0,142.0,457.0,71.0,90.0,138.0,114.0,29,125.0,33.0,588.0,1149.0,22.0,13.0,65.0,644
2022-09-15 00:00:00,243.0,309.0,55.0,310.0,82.0,279.0,2007.0,2017.0,416.0,128.0,201.0,943.0,561.0,1187.0,4544.0,594.0,703.0,92.0,968.0,246.0,51.0,167.0,657.0,77.0,59.0,141.0,61.0,86,128.0,34.0,605.0,1180.0,27.0,15.0,66.0,516
2022-09-16 00:00:00,245.0,396.0,51.0,341.0,75.0,324.0,2399.0,2030.0,469.0,109.0,219.0,978.0,661.0,1363.0,4955.0,754.0,915.0,151.0,1150.0,292.0,67.0,198.0,630.0,92.0,84.0,176.0,63.0,12,109.0,49.0,564.0,1098.0,24.0,14.0,63.0,580
2022-09-17 00:00:00,257.0,403.0,51.0,245.0,60.0,267.0,1875.0,1737.0,408.0,101.0,209.0,865.0,618.0,1322.0,4079.0,877.0,1279.0,253.0,877.0,217.0,22.0,171.0,514.0,67.0,63.0,140.0,54.0,34,101.0,49.0,498.0,975.0,32.0,19.0,56.0,539
2022-09-18 00:00:00,255.0,399.0,50.0,327.0,84.0,244.0,1544.0,1149.0,440.0,97.0,224.0,778.0,548.0,1136.0,3081.0,701.0,1132.0,235.0,712.0,252.0,26.0,145.0,395.0,83.0,71.0,126.0,49.0,111,97.0,45.0,421.0,825.0,34.0,20.0,57.0,320
2022-09-19 00:00:00,221.0,325.0,45.0,319.0,80.0,275.0,1870.0,1787.0,439.0,108.0,226.0,857.0,541.0,1129.0,4120.0,620.0,794.0,125.0,901.0,234.0,26.0,182.0,467.0,68.0,59.0,135.0,62.0,138,108.0,62.0,569.0,1113.0,30.0,18.0,58.0,523
2022-09-20 00:00:00,252.0,345.0,51.0,346.0,67.0,274.0,2102.0,1919.0,435.0,130.0,194.0,897.0,591.0,1412.0,4438.0,634.0,718.0,83.0,1035.0,260.0,45.0,206.0,540.0,83.0,75.0,156.0,57.0,145,130.0,190.0,507.0,988.0,14.0,8.0,57.0,628
2022-09-21 00:00:00,215.0,323.0,51.0,317.0,56.0,255.0,2093.0,1889.0,433.0,121.0,231.0,933.0,579.0,1442.0,4414.0,624.0,696.0,76.0,1016.0,261.0,27.0,199.0,552.0,73.0,75.0,148.0,32.0,119,121.0,132.0,534.0,1046.0,28.0,15.0,49.0,717
2022-09-22 00:00:00,250.0,377.0,55.0,321.0,67.0,277.0,2218.0,1891.0,452.0,100.0,231.0,964.0,617.0,1387.0,4637.0,634.0,710.0,87.0,1001.0,282.0,46.0,167.0,542.0,95.0,72.0,131.0,45.0,109,100.0,172.0,505.0,988.0,25.0,15.0,41.0,770
2022-09-23 00:00:00,265.0,381.0,51.0,376.0,69.0,334.0,2389.0,1968.0,473.0,113.0,267.0,1029.0,690.0,1220.0,4638.0,898.0,919.0,130.0,1179.0,320.0,54.0,234.0,608.0,89.0,94.0,142.0,46.0,95,113.0,49.0,558.0,1092.0,27.0,15.0,68.0,498
2022-09-24 00:00:00,241.0,395.0,51.0,261.0,93.0,270.0,2027.0,1719.0,411.0,73.0,229.0,804.0,609.0,1375.0,3661.0,793.0,1019.0,202.0,967.0,238.0,21.0,221.0,612.0,101.0,78.0,110.0,43.0,29,73.0,117.0,507.0,993.0,40.0,22.0,47.0,393
2022-09-25 00:00:00,254.0,393.0,50.0,325.0,66.0,292.0,1618.0,1120.0,480.0,108.0,239.0,786.0,632.0,1285.0,3133.0,786.0,1011.0,189.0,667.0,230.0,63.0,199.0,383.0,95.0,74.0,141.0,46.0,36,108.0,198.0,409.0,793.0,18.0,10.0,53.0,249
2022-09-26 00:00:00,209.0,284.0,45.0,352.0,68.0,258.0,1795.0,1822.0,369.0,145.0,212.0,909.0,535.0,1144.0,4069.0,627.0,667.0,104.0,863.0,274.0,38.0,176.0,405.0,112.0,104.0,133.0,37.0,13,145.0,185.0,561.0,1095.0,33.0,19.0,54.0,661
2022-09-27 00:00:00,255.0,348.0,51.0,327.0,131.0,292.0,2176.0,1823.0,410.0,151.0,203.0,960.0,563.0,1163.0,4323.0,631.0,803.0,110.0,1045.0,322.0,38.0,207.0,563.0,96.0,93.0,115.0,34.0,33,151.0,237.0,395.0,769.0,50.0,31.0,34.0,496
2022-09-28 00:00:00,233.0,357.0,51.0,332.0,90.0,300.0,2066.0,1727.0,443.0,146.0,240.0,963.0,621.0,1205.0,4373.0,605.0,710.0,97.0,981.0,280.0,28.0,154.0,474.0,80.0,82.0,145.0,39.0,25,146.0,156.0,470.0,918.0,52.0,32.0,47.0,738
2022-09-29 00:00:00,268.0,430.0,55.0,387.0,82.0,320.0,2353.0,1832.0,528.0,143.0,319.0,1061.0,737.0,1427.0,4503.0,604.0,689.0,92.0,1192.0,360.0,44.0,229.0,539.0,81.0,84.0,152.0,55.0,34,143.0,129.0,506.0,987.0,53.0,32.0,55.0,705
2022-09-30 00:00:00,294.0,494.0,51.0,294.0,87.0,346.0,1777.0,1499.0,493.0,118.0,293.0,835.0,682.0,1385.0,3257.0,793.0,1030.0,189.0,841.0,286.0,22.0,196.0,424.0,61.0,65.0,160.0,41.0,35,118.0,183.0,456.0,891.0,37.0,22.0,29.0,355
2022-10-01 00:00:00,242.0,359.0,51.0,261.0,97.0,246.0,1704.0,1299.0,371.0,111.0,242.0,766.0,605.0,1205.0,3422.0,781.0,1067.0,181.0,908.0,268.0,14.0,201.0,512.0,76.0,67.0,114.0,65.0,33,129.0,162.0,411.0,728.0,26.0,15.0,53.0,385
2022-10-02 00:00:00,265.0,411.0,44.0,274.0,68.0,260.0,1547.0,1144.0,466.0,113.0,263.0,740.0,466.0,1014.0,2824.0,572.0,749.0,133.0,771.0,222.0,34.0,157.0,339.0,62.0,67.0,100.0,58.0,19,143.0,161.0,421.0,604.0,23.0,14.0,30.0,311
2022-10-03 00:00:00,233.0,335.0,43.0,310.0,77.0,282.0,1992.0,1854.0,436.0,119.0,223.0,906.0,561.0,1122.0,4053.0,559.0,625.0,303.0,919.0,272.0,30.0,133.0,420.0,66.0,58.0,132.0,19.0,46,121.0,155.0,589.0,977.0,22.0,13.0,46.0,491
2022-10-04 00:00:00,221.0,289.0,45.0,307.0,78.0,287.0,2017.0,1790.0,424.0,137.0,220.0,877.0,585.0,1106.0,4329.0,552.0,533.0,251.0,1031.0,300.0,40.0,160.0,481.0,67.0,59.0,116.0,36.0,32,162.0,181.0,567.0,988.0,32.0,19.0,85.0,538
2022-10-05 00:00:00,229.0,356.0,45.0,360.0,83.0,304.0,2034.0,1832.0,409.0,132.0,238.0,978.0,687.0,1180.0,4672.0,608.0,623.0,232.0,977.0,301.0,37.0,138.0,340.0,63.0,64.0,125.0,43.0,37,159.0,164.0,518.0,922.0,22.0,11.0,56.0,503
2022-10-06 00:00:00,226.0,344.0,51.0,320.0,76.0,283.0,2019.0,1802.0,524.0,135.0,292.0,982.0,693.0,1283.0,4594.0,619.0,614.0,133.0,997.0,334.0,51.0,133.0,266.0,56.0,69.0,146.0,40.0,74,126.0,141.0,536.0,1020.0,25.0,15.0,57.0,591
2022-10-07 00:00:00,244.0,414.0,45.0,348.0,78.0,289.0,2195.0,1756.0,527.0,122.0,317.0,1105.0,797.0,1453.0,4788.0,711.0,717.0,148.0,1138.0,358.0,68.0,88.0,131.0,74.0,85.0,174.0,40.0,50,137.0,191.0,579.0,1123.0,34.0,20.0,67.0,757
2022-10-08 00:00:00,227.0,363.0,44.0,236.0,61.0,268.0,1898.0,1287.0,406.0,72.0,212.0,823.0,710.0,1328.0,4051.0,745.0,888.0,147.0,999.0,331.0,49.0,10.0,26.0,83.0,74.0,155.0,50.0,43,157.0,164.0,460.0,850.0,35.0,20.0,73.0,587
2022-10-09 00:00:00,176.0,288.0,44.0,219.0,66.0,184.0,1325.0,1103.0,338.0,71.0,155.0,664.0,496.0,984.0,2906.0,668.0,877.0,156.0,653.0,210.0,30.0,17.0,43.0,35.0,60.0,81.0,23.0,28,166.0,162.0,379.0,714.0,32.0,20.0,64.0,329
2022-10-10 00:00:00,250.0,352.0,43.0,283.0,60.0,258.0,1426.0,1088.0,424.0,101.0,245.0,911.0,619.0,1073.0,2832.0,696.0,889.0,127.0,657.0,314.0,24.0,10.0,21.0,59.0,64.0,115.0,27.0,44,160.0,153.0,512.0,532.0,28.0,16.0,47.0,299
2022-10-11 00:00:00,183.0,244.0,45.0,277.0,52.0,210.0,839.0,1751.0,366.0,103.0,207.0,883.0,576.0,1018.0,4204.0,476.0,476.0,25.0,788.0,187.0,35.0,101.0,346.0,45.0,49.0,177.0,44.0,23,163.0,71.0,463.0,974.0,36.0,22.0,81.0,810
2022-10-12 00:00:00,227.0,311.0,45.0,293.0,69.0,261.0,1832.0,1765.0,374.0,104.0,215.0,973.0,680.0,1222.0,4459.0,493.0,518.0,50.0,899.0,222.0,60.0,126.0,357.0,58.0,56.0,142.0,39.0,22,200.0,97.0,468.0,893.0,32.0,19.0,65.0,468
2022-10-13 00:00:00,229.0,299.0,51.0,328.0,71.0,267.0,1925.0,1739.0,403.0,114.0,265.0,939.0,646.0,1122.0,4361.0,460.0,477.0,88.0,984.0,286.0,56.0,144.0,384.0,57.0,61.0,139.0,40.0,29,248.0,87.0,463.0,827.0,29.0,17.0,74.0,1092
2022-10-14 00:00:00,247.0,346.0,45.0,337.0,61.0,285.0,2011.0,1714.0,395.0,108.0,273.0,985.0,783.0,1349.0,4700.0,578.0,546.0,95.0,997.0,271.0,49.0,127.0,324.0,74.0,68.0,137.0,37.0,no data,163.0,93.0,530.0,896.0,37.0,21.0,62.0,861
2022-10-15 00:00:00,207.0,333.0,44.0,229.0,60.0,237.0,1714.0,1281.0,371.0,120.0,217.0,794.0,685.0,1262.0,4033.0,643.0,767.0,95.0,887.0,246.0,21.0,115.0,329.0,48.0,50.0,112.0,44.0,no data,202.0,104.0,419.0,816.0,40.0,22.0,85.0,320
2022-10-16 00:00:00,207.0,300.0,44.0,298.0,57.0,186.0,1428.0,1076.0,344.0,79.0,191.0,629.0,488.0,857.0,2660.0,471.0,495.0,62.0,704.0,209.0,38.0,118.0,455.0,55.0,55.0,110.0,26.0,no data,187.0,102.0,341.0,811.0,34.0,17.0,93.0,222
2022-10-17 00:00:00,207.0,287.0,43.0,341.0,39.0,243.0,1953.0,1980.0,361.0,112.0,218.0,929.0,582.0,1067.0,4215.0,481.0,499.0,39.0,951.0,237.0,36.0,96.0,358.0,63.0,68.0,93.0,32.0,no data,159.0,117.0,548.0,834.0,37.0,24.0,43.0,456
2022-10-18 00:00:00,211.0,305.0,55.0,334.0,56.0,285.0,2215.0,1886.0,432.0,146.0,231.0,929.0,664.0,1147.0,4632.0,621.0,595.0,48.0,1105.0,230.0,29.0,84.0,338.0,53.0,65.0,113.0,35.0,no data,185.0,78.0,373.0,871.0,24.0,15.0,66.0,345
2022-10-19 00:00:00,209.0,277.0,52.0,322.0,54.0,276.0,1976.0,1860.0,373.0,171.0,209.0,877.0,590.0,1042.0,4338.0,489.0,481.0,37.0,926.0,247.0,19.0,99.0,363.0,60.0,57.0,123.0,29.0,no data,172.0,85.0,423.0,823.0,28.0,15.0,47.0,382
2022-10-20 00:00:00,192.0,268.0,64.0,313.0,56.0,238.0,2007.0,1740.0,367.0,116.0,225.0,890.0,704.0,1197.0,4609.0,533.0,533.0,32.0,1033.0,269.0,26.0,102.0,415.0,74.0,73.0,103.0,35.0,no data,204.0,96.0,414.0,787.0,36.0,24.0,25.0,375
2022-10-21 00:00:00,204.0,297.0,66.0,317.0,34.0,282.0,2098.0,1844.0,430.0,124.0,255.0,986.0,753.0,1357.0,4863.0,571.0,504.0,41.0,1090.0,297.0,21.0,106.0,376.0,76.0,79.0,132.0,25.0,no data,229.0,127.0,555.0,1056.0,36.0,21.0,43.0,393
