Date,1-58,1-85,1-322,1-468,1-477,2-10,2-32,2-42,3-026,3-175,3-240,3-324,3-338,4-1,4-10,4-43,5-1,5-19,5-65,5-232,5-257,6-30,6-74,7-35,7-253,8-34,8-106,8-243,8-260,8-268
2016-01-01 00:00:00,3.769491525423729,4.711864406779661,0.8785714285714286,0.8785714285714286,0.8846153846153846,7.243299133062914,17.686475597472757,21.84063793821505,0.0,1.8847457627118644,7.538983050847458,41.46440677966102,60.57333333333333,24.0,39.648,1.1013333333333333,6.210177170131866,2.011059500110595,1.0,2.0,5.202681794739556,0.0,1.0,0.8785714285714286,0.8785714285714286,0.9380530973451328,0.9380530973451328,1.1111111111111112,12.222222222222223,21.11111111111111
2016-01-02 00:00:00,229.93898305084747,263.864406779661,26.357142857142858,71.16428571428571,42.46153846153846,384.9296110713434,1017.4925373134328,1268.8370611724933,265.0,183.76271186440678,470.2440677966102,622.9084745762711,3574.928,750.0,753.3119999999999,72.68799999999999,379.85583690639913,130.71886750718866,51.0,89.0,304.87715317173803,66.12298136645963,54.0,54.47142857142857,30.75,32.83185840707964,40.336283185840706,90.0,722.2222222222223,1251.1111111111113
2016-01-03 00:00:00,260.0949152542373,300.61694915254236,33.385714285714286,81.70714285714286,50.42307692307692,440.8064900978287,1161.0651039282118,1447.7222861902546,294.0,211.09152542372883,537.1525423728814,495.68813559322035,4084.845333333333,440.0,712.5626666666667,83.70133333333332,435.74743143758593,150.82946250829463,32.0,102.0,343.3769984528107,76.14161490683229,63.0,65.0142857142857,35.14285714285714,37.52212389380531,45.02654867256637,100.0,822.2222222222223,1430.0
2016-01-04 00:00:00,262.9220338983051,304.3864406779661,33.385714285714286,81.70714285714286,52.19230769230769,448.0497892308917,1178.7515795256845,1464.3627722384185,303.0,214.86101694915254,545.6338983050848,628.5627118644068,4137.709333333333,342.0,785.2506666666666,83.70133333333332,440.9225790793625,151.83499225834993,56.0,103.0,348.5796802475503,81.15093167701862,65.0,66.77142857142857,36.02142857142857,37.52212389380531,45.9646017699115,101.11111111111111,833.3333333333334,1448.888888888889
2016-01-05 00:00:00,285.53898305084743,332.6576271186441,37.778571428571425,85.22142857142858,53.96153846153846,484.26628489620623,1277.5877666880322,1593.3265391116884,296.0,232.76610169491525,591.8101694915255,386.3728813559322,4482.426666666666,339.0,564.9839999999999,90.30933333333333,475.0785535150878,165.9124087591241,50.0,114.0,375.633625580196,57.10621118012422,69.0,68.52857142857142,37.778571428571425,43.150442477876105,48.7787610619469,112.22222222222223,905.5555555555557,1566.6666666666667
2016-01-06 00:00:00,262.9220338983051,304.3864406779661,33.385714285714286,81.70714285714286,52.19230769230769,448.0497892308917,1178.7515795256845,1464.3627722384185,261.0,214.86101694915254,545.6338983050848,263.864406779661,4137.709333333333,326.0,538.5519999999999,83.70133333333332,440.9225790793625,151.83499225834993,47.0,103.0,348.5796802475503,103.1919254658385,65.0,66.77142857142857,36.02142857142857,37.52212389380531,45.9646017699115,101.11111111111111,833.3333333333334,1448.888888888889
2016-01-07 00:00:00,255.38305084745764,296.8474576271187,33.385714285714286,81.70714285714286,50.42307692307692,435.63270500278384,1148.5805329182308,1425.8816482520397,257.0,203.55254237288136,530.5559322033898,410.87457627118647,4030.8799999999997,336.0,585.9093333333333,83.70133333333332,429.5372542674541,147.81287325812872,53.0,102.0,339.2148530170191,72.13416149068323,63.0,64.13571428571429,35.14285714285714,36.584070796460175,45.02654867256637,98.88888888888889,811.1111111111111,1411.111111111111
2016-01-08 00:00:00,241.24745762711865,283.6542372881356,30.75,73.8,48.65384615384615,413.9028076035951,1081.9961541983334,1347.8793699012715,278.0,191.30169491525425,502.28474576271185,489.09152542372885,3810.6133333333332,382.0,678.4213333333333,78.19466666666666,403.6615160585713,138.76310550763105,24.0,96.0,321.5257349149046,21.039130434782606,61.0,58.864285714285714,33.385714285714286,34.70796460176991,43.150442477876105,92.22222222222223,767.7777777777778,1331.111111111111
2016-01-09 00:00:00,229.93898305084747,263.864406779661,26.357142857142858,71.16428571428571,42.46153846153846,384.9296110713434,1020.613680065928,1272.9971826845342,370.0,183.76271186440678,471.1864406779661,462.70508474576275,3585.941333333333,402.0,659.6986666666667,72.68799999999999,379.85583690639913,130.71886750718866,32.0,89.0,304.87715317173803,42.07826086956521,54.0,54.47142857142857,30.75,32.83185840707964,40.336283185840706,90.0,725.5555555555555,1255.5555555555557
2016-01-10 00:00:00,260.0949152542373,300.61694915254236,33.385714285714286,81.70714285714286,50.42307692307692,440.8064900978287,1161.0651039282118,1447.7222861902546,245.0,211.09152542372883,537.1525423728814,304.3864406779661,4084.845333333333,439.0,624.456,83.70133333333332,435.74743143758593,150.82946250829463,36.0,102.0,343.3769984528107,66.12298136645963,63.0,65.0142857142857,35.14285714285714,37.52212389380531,45.02654867256637,100.0,822.2222222222223,1430.0
2016-01-11 00:00:00,262.9220338983051,304.3864406779661,33.385714285714286,81.70714285714286,52.19230769230769,448.0497892308917,1178.7515795256845,1464.3627722384185,299.0,214.86101694915254,545.6338983050848,451.3966101694915,4137.709333333333,394.0,601.328,83.70133333333332,440.9225790793625,151.83499225834993,35.0,103.0,348.5796802475503,34.06335403726708,65.0,66.77142857142857,36.02142857142857,37.52212389380531,45.9646017699115,101.11111111111111,833.3333333333334,1448.888888888889
2016-01-12 00:00:00,285.53898305084743,332.6576271186441,37.778571428571425,85.22142857142858,53.96153846153846,484.26628489620623,1277.5877666880322,1593.3265391116884,270.0,232.76610169491525,591.8101694915255,374.1220338983051,4482.426666666666,322.0,505.51199999999994,90.30933333333333,475.0785535150878,165.9124087591241,20.0,114.0,375.633625580196,25.046583850931675,69.0,68.52857142857142,37.778571428571425,43.150442477876105,48.7787610619469,112.22222222222223,905.5555555555557,1566.6666666666667
2016-01-13 00:00:00,262.9220338983051,304.3864406779661,33.385714285714286,81.70714285714286,52.19230769230769,448.0497892308917,1178.7515795256845,1464.3627722384185,315.0,214.86101694915254,545.6338983050848,291.19322033898305,4137.709333333333,352.0,656.3946666666667,83.70133333333332,440.9225790793625,151.83499225834993,21.0,103.0,348.5796802475503,43.08012422360248,65.0,66.77142857142857,36.02142857142857,37.52212389380531,45.9646017699115,101.11111111111111,833.3333333333334,1448.888888888889
2016-01-14 00:00:00,255.38305084745764,296.8474576271187,33.385714285714286,81.70714285714286,50.42307692307692,435.63270500278384,1148.5805329182308,1425.8816482520397,287.0,203.55254237288136,530.5559322033898,503.22711864406784,4030.8799999999997,352.0,709.2586666666666,83.70133333333332,429.5372542674541,147.81287325812872,17.0,102.0,339.2148530170191,46.08571428571428,63.0,64.13571428571429,35.14285714285714,36.584070796460175,45.02654867256637,98.88888888888889,811.1111111111111,1411.111111111111
